State,Area_Name,POP_ESTIMATE_2019
MD,Cecil County,"102,855"
MD,Charles County,"163,257"
MD,Dorchester County,"31,929"
MD,Frederick County,"259,547"
MD,Garrett County,"29,014"
MD,Harford County,"255,441"
MD,Howard County,"325,690"
MD,Kent County,"19,422"
MD,Montgomery County,"1,050,688"
MD,Prince George's County,"909,327"
MD,Queen Anne's County,"50,381"
MD,St. Mary's County,"113,510"
MD,Somerset County,"25,616"
MD,Talbot County,"37,181"
MD,Washington County,"151,049"
MD,Wicomico County,"103,609"
MD,Worcester County,"52,276"
MD,Baltimore city,"593,490"
MA,Barnstable County,"212,990"
MA,Berkshire County,"124,944"
MA,Bristol County,"565,217"
MA,Dukes County,"17,332"
MA,Essex County,"789,034"
MA,Franklin County,"70,180"
MA,Hampden County,"466,372"
MA,Hampshire County,"160,830"
MA,Middlesex County,"1,611,699"
MA,Nantucket County,"11,399"
MA,Norfolk County,"706,775"
MA,Plymouth County,"521,202"
MA,Suffolk County,"803,907"
MA,Worcester County,"830,622"
MI,Alcona County,"10,405"
MI,Alger County,"9,108"
MI,Allegan County,"118,081"
MI,Alpena County,"28,405"
MI,Antrim County,"23,324"
MI,Arenac County,"14,883"
MI,Baraga County,"8,209"
MI,Barry County,"61,550"
MI,Bay County,"103,126"
MI,Benzie County,"17,766"
MI,Berrien County,"153,401"
MI,Branch County,"43,517"
MI,Calhoun County,"134,159"
MI,Cass County,"51,787"
MI,Charlevoix County,"26,143"
MI,Cheboygan County,"25,276"
MI,Chippewa County,"37,349"
MI,Clare County,"30,950"
MI,Clinton County,"79,595"
MI,Crawford County,"14,029"
MI,Delta County,"35,784"
MI,Dickinson County,"25,239"
MI,Eaton County,"110,268"
MI,Emmet County,"33,415"
MI,Genesee County,"405,813"
MI,Gladwin County,"25,449"
MI,Gogebic County,"13,975"
MI,Grand Traverse County,"93,088"
MI,Gratiot County,"40,711"
MI,Hillsdale County,"45,605"
MI,Houghton County,"35,684"
MI,Huron County,"30,981"
MI,Ingham County,"292,406"
MI,Ionia County,"64,697"
MI,Iosco County,"25,127"
MI,Iron County,"11,066"
MI,Isabella County,"69,872"
MI,Jackson County,"158,510"
MI,Kalamazoo County,"265,066"
MI,Kalkaska County,"18,038"
MI,Kent County,"656,955"
MI,Keweenaw County,"2,116"
MI,Lake County,"11,853"
MI,Lapeer County,"87,607"
MI,Leelanau County,"21,761"
MI,Lenawee County,"98,451"
MI,Livingston County,"191,995"
MI,Luce County,"6,229"
MI,Mackinac County,"10,799"
MI,Macomb County,"873,972"
MI,Manistee County,"24,558"
MI,Marquette County,"66,699"
MI,Mason County,"29,144"
MI,Mecosta County,"43,453"
MI,Menominee County,"22,780"
MI,Midland County,"83,156"
MI,Missaukee County,"15,118"
MI,Monroe County,"150,500"
MI,Montcalm County,"63,888"
MI,Montmorency County,"9,328"
MI,Muskegon County,"173,566"
MI,Newaygo County,"48,980"
MI,Oakland County,"1,257,584"
MI,Oceana County,"26,467"
MI,Ogemaw County,"20,997"
MI,Ontonagon County,"5,720"
MI,Osceola County,"23,460"
MI,Oscoda County,"8,241"
MI,Otsego County,"24,668"
MI,Ottawa County,"291,830"
MI,Presque Isle County,"12,592"
MI,Roscommon County,"24,019"
MI,Saginaw County,"190,539"
MI,St. Clair County,"159,128"
MI,St. Joseph County,"60,964"
MI,Sanilac County,"41,170"
MI,Schoolcraft County,"8,094"
MI,Shiawassee County,"68,122"
MI,Tuscola County,"52,245"
MI,Van Buren County,"75,677"
MI,Washtenaw County,"367,601"
MI,Wayne County,"1,749,343"
MI,Wexford County,"33,631"
MN,Aitkin County,"15,886"
MN,Anoka County,"356,921"
MN,Becker County,"34,423"
MN,Beltrami County,"47,188"
MN,Benton County,"40,889"
MN,Big Stone County,"4,991"
MN,Blue Earth County,"67,653"
MN,Brown County,"25,008"
MN,Carlton County,"35,871"
MN,Carver County,"105,089"
MN,Cass County,"29,779"
MN,Chippewa County,"11,800"
MN,Chisago County,"56,579"
MN,Clay County,"64,222"
MN,Clearwater County,"8,818"
MN,Cook County,"5,463"
MN,Cottonwood County,"11,196"
MN,Crow Wing County,"65,055"
MN,Dakota County,"429,021"
MN,Dodge County,"20,934"
MN,Douglas County,"38,141"
MN,Faribault County,"13,653"
MN,Fillmore County,"21,067"
MN,Freeborn County,"30,281"
MN,Goodhue County,"46,340"
MN,Grant County,"5,972"
MN,Hennepin County,"1,265,843"
MN,Houston County,"18,600"
MN,Hubbard County,"21,491"
MN,Isanti County,"40,596"
MN,Itasca County,"45,130"
MN,Jackson County,"9,846"
MN,Kanabec County,"16,337"
MN,Kandiyohi County,"43,199"
MN,Kittson County,"4,298"
MN,Koochiching County,"12,229"
MN,Lac qui Parle County,"6,623"
MN,Lake County,"10,641"
MN,Lake of the Woods County,"3,740"
MN,Le Sueur County,"28,887"
MN,Lincoln County,"5,639"
MN,Lyon County,"25,474"
MN,McLeod County,"35,893"
MN,Mahnomen County,"5,527"
MN,Marshall County,"9,336"
MN,Martin County,"19,683"
MN,Meeker County,"23,222"
MN,Mille Lacs County,"26,277"
MN,Morrison County,"33,386"
MN,Mower County,"40,062"
MN,Murray County,"8,194"
MN,Nicollet County,"34,274"
MN,Nobles County,"21,629"
MN,Norman County,"6,375"
MN,Olmsted County,"158,293"
MN,Otter Tail County,"58,746"
MN,Pennington County,"14,119"
MN,Pine County,"29,579"
MN,Pipestone County,"9,126"
MN,Polk County,"31,364"
MN,Pope County,"11,249"
MN,Ramsey County,"550,321"
MN,Red Lake County,"4,055"
MN,Redwood County,"15,170"
MN,Renville County,"14,548"
MN,Rice County,"66,972"
MN,Rock County,"9,315"
MN,Roseau County,"15,165"
MN,St. Louis County,"199,070"
MN,Scott County,"149,013"
MN,Sherburne County,"97,238"
MN,Sibley County,"14,865"
MN,Stearns County,"161,075"
MN,Steele County,"36,649"
MN,Stevens County,"9,805"
MN,Swift County,"9,266"
MN,Todd County,"24,664"
MN,Traverse County,"3,259"
MN,Wabasha County,"21,627"
MN,Wadena County,"13,682"
MN,Waseca County,"18,612"
MN,Washington County,"262,440"
MN,Watonwan County,"10,897"
MN,Wilkin County,"6,207"
MN,Winona County,"50,484"
MN,Wright County,"138,377"
MN,Yellow Medicine County,"9,709"
MS,Adams County,"30,693"
MS,Alcorn County,"36,953"
MS,Amite County,"12,297"
MS,Attala County,"18,174"
MS,Benton County,"8,259"
MS,Bolivar County,"30,628"
MS,Calhoun County,"14,361"
MS,Carroll County,"9,947"
MS,Chickasaw County,"17,103"
MS,Choctaw County,"8,210"
MS,Claiborne County,"8,988"
MS,Clarke County,"15,541"
MS,Clay County,"19,316"
MS,Coahoma County,"22,124"
MS,Copiah County,"28,065"
MS,Covington County,"18,636"
MS,DeSoto County,"184,945"
MS,Forrest County,"74,897"
MS,Franklin County,"7,713"
MS,George County,"24,500"
MS,Greene County,"13,586"
MS,Grenada County,"20,758"
MS,Hancock County,"47,632"
MS,Harrison County,"208,080"
MS,Hinds County,"231,840"
MS,Holmes County,"17,010"
MS,Humphreys County,"8,064"
MS,Issaquena County,"1,327"
MS,Itawamba County,"23,390"
MS,Jackson County,"143,617"
MS,Jasper County,"16,383"
MS,Jefferson County,"6,990"
MS,Jefferson Davis County,"11,128"
MS,Jones County,"68,098"
MS,Kemper County,"9,742"
MS,Lafayette County,"54,019"
MS,Lamar County,"63,343"
MS,Lauderdale County,"74,125"
MS,Lawrence County,"12,586"
MS,Leake County,"22,786"
MS,Lee County,"85,436"
MS,Leflore County,"28,183"
MS,Lincoln County,"34,153"
MS,Lowndes County,"58,595"
MS,Madison County,"106,272"
MS,Marion County,"24,573"
MS,Marshall County,"35,294"
MS,Monroe County,"35,252"
MS,Montgomery County,"9,775"
MS,Neshoba County,"29,118"
MS,Newton County,"21,018"
MS,Noxubee County,"10,417"
MS,Oktibbeha County,"49,587"
MS,Panola County,"34,192"
MS,Pearl River County,"55,535"
MS,Perry County,"11,973"
MS,Pike County,"39,288"
MS,Pontotoc County,"32,174"
MS,Prentiss County,"25,126"
MS,Quitman County,"6,792"
MS,Rankin County,"155,271"
MS,Scott County,"28,124"
MS,Sharkey County,"4,321"
MS,Simpson County,"26,658"
MS,Smith County,"15,916"
MS,Stone County,"18,336"
MS,Sunflower County,"25,110"
MS,Tallahatchie County,"13,809"
MS,Tate County,"28,321"
MS,Tippah County,"22,015"
MS,Tishomingo County,"19,383"
MS,Tunica County,"9,632"
MS,Union County,"28,815"
MS,Walthall County,"14,286"
MS,Warren County,"45,381"
MS,Washington County,"43,909"
MS,Wayne County,"20,183"
MS,Webster County,"9,689"
MS,Wilkinson County,"8,630"
MS,Winston County,"17,955"
MS,Yalobusha County,"12,108"
MS,Yazoo County,"29,690"
MO,Adair County,"25,343"
MO,Andrew County,"17,712"
MO,Atchison County,"5,143"
MO,Audrain County,"25,388"
MO,Barry County,"35,789"
MO,Barton County,"11,754"
MO,Bates County,"16,172"
MO,Benton County,"19,443"
MO,Bollinger County,"12,133"
MO,Boone County,"180,463"
MO,Buchanan County,"87,364"
MO,Butler County,"42,478"
MO,Caldwell County,"9,020"
MO,Callaway County,"44,743"
MO,Camden County,"46,305"
MO,Cape Girardeau County,"78,871"
MO,Carroll County,"8,679"
MO,Carter County,"5,982"
MO,Cass County,"105,780"
MO,Cedar County,"14,349"
MO,Chariton County,"7,426"
MO,Christian County,"88,595"
MO,Clark County,"6,797"
MO,Clay County,"249,948"
MO,Clinton County,"20,387"
MO,Cole County,"76,745"
MO,Cooper County,"17,709"
MO,Crawford County,"23,920"
MO,Dade County,"7,561"
MO,Dallas County,"16,878"
MO,Daviess County,"8,278"
MO,DeKalb County,"12,547"
MO,Dent County,"15,573"
MO,Douglas County,"13,185"
MO,Dunklin County,"29,131"
MO,Franklin County,"103,967"
MO,Gasconade County,"14,706"
MO,Gentry County,"6,571"
MO,Greene County,"293,086"
MO,Grundy County,"9,850"
MO,Harrison County,"8,352"
MO,Henry County,"21,824"
MO,Hickory County,"9,544"
MO,Holt County,"4,403"
MO,Howard County,"10,001"
MO,Howell County,"40,117"
MO,Iron County,"10,125"
MO,Jackson County,"703,011"
MO,Jasper County,"121,328"
MO,Jefferson County,"225,081"
MO,Johnson County,"54,062"
MO,Knox County,"3,959"
MO,Laclede County,"35,723"
MO,Lafayette County,"32,708"
MO,Lawrence County,"38,355"
MO,Lewis County,"9,776"
MO,Lincoln County,"59,013"
MO,Linn County,"11,920"
MO,Livingston County,"15,227"
MO,McDonald County,"22,837"
MO,Macon County,"15,117"
MO,Madison County,"12,088"
MO,Maries County,"8,697"
MO,Marion County,"28,530"
MO,Mercer County,"3,617"
MO,Miller County,"25,619"
MO,Mississippi County,"13,180"
MO,Moniteau County,"16,132"
MO,Monroe County,"8,644"
MO,Montgomery County,"11,551"
MO,Morgan County,"20,627"
MO,New Madrid County,"17,076"
MO,Newton County,"58,236"
MO,Nodaway County,"22,092"
MO,Oregon County,"10,529"
MO,Osage County,"13,615"
MO,Ozark County,"9,174"
MO,Pemiscot County,"15,805"
MO,Perry County,"19,136"
MO,Pettis County,"42,339"
MO,Phelps County,"44,573"
MO,Pike County,"18,302"
MO,Platte County,"104,418"
MO,Polk County,"32,149"
MO,Pulaski County,"52,607"
MO,Putnam County,"4,696"
MO,Ralls County,"10,309"
MO,Randolph County,"24,748"
MO,Ray County,"23,018"
MO,Reynolds County,"6,270"
MO,Ripley County,"13,288"
MO,St. Charles County,"402,022"
MO,St. Clair County,"9,397"
MO,Ste. Genevieve County,"17,894"
MO,St. Francois County,"67,215"
MO,St. Louis County,"994,205"
MO,Saline County,"22,761"
MO,Schuyler County,"4,660"
MO,Scotland County,"4,902"
MO,Scott County,"38,280"
MO,Shannon County,"8,166"
MO,Shelby County,"5,930"
MO,Stoddard County,"29,025"
MO,Stone County,"31,952"
MO,Sullivan County,"6,089"
MO,Taney County,"55,928"
MO,Texas County,"25,398"
MO,Vernon County,"20,563"
MO,Warren County,"35,649"
MO,Washington County,"24,730"
MO,Wayne County,"12,873"
MO,Webster County,"39,592"
MO,Worth County,"2,013"
MO,Wright County,"18,289"
MO,St. Louis city,"300,576"
MT,Beaverhead County,"9,453"
MT,Big Horn County,"13,319"
MT,Blaine County,"6,681"
MT,Broadwater County,"6,237"
MT,Carbon County,"10,725"
MT,Carter County,"1,252"
MT,Cascade County,"81,366"
MT,Chouteau County,"5,635"
MT,Custer County,"11,402"
MT,Daniels County,"1,690"
MT,Dawson County,"8,613"
MT,Deer Lodge County,"9,140"
MT,Fallon County,"2,846"
MT,Fergus County,"11,050"
MT,Flathead County,"103,806"
MT,Gallatin County,"114,434"
MT,Garfield County,"1,258"
MT,Glacier County,"13,753"
MT,Golden Valley County,821
MT,Granite County,"3,379"
MT,Hill County,"16,484"
MT,Jefferson County,"12,221"
MT,Judith Basin County,"2,007"
MT,Lake County,"30,458"
MT,Lewis and Clark County,"69,432"
MT,Liberty County,"2,337"
MT,Lincoln County,"19,980"
MT,McCone County,"1,664"
MT,Madison County,"8,600"
MT,Meagher County,"1,862"
MT,Mineral County,"4,397"
MT,Missoula County,"119,600"
MT,Musselshell County,"4,633"
MT,Park County,"16,606"
MT,Petroleum County,487
MT,Phillips County,"3,954"
MT,Pondera County,"5,911"
MT,Powder River County,"1,682"
MT,Powell County,"6,890"
MT,Prairie County,"1,077"
MT,Ravalli County,"43,806"
MT,Richland County,"10,803"
MT,Roosevelt County,"11,004"
MT,Rosebud County,"8,937"
MT,Sanders County,"12,113"
MT,Sheridan County,"3,309"
MT,Silver Bow County,"34,915"
MT,Stillwater County,"9,642"
MT,Sweet Grass County,"3,737"
MT,Teton County,"6,147"
MT,Toole County,"4,736"
MT,Treasure County,696
MT,Valley County,"7,396"
MT,Wheatland County,"2,126"
MT,Wibaux County,969
MT,Yellowstone County,"161,300"
NE,Adams County,"31,363"
NE,Antelope County,"6,298"
NE,Arthur County,463
NE,Banner County,745
NE,Blaine County,465
NE,Boone County,"5,192"
NE,Box Butte County,"10,783"
NE,Boyd County,"1,919"
NE,Brown County,"2,955"
NE,Buffalo County,"49,659"
NE,Burt County,"6,459"
NE,Butler County,"8,016"
NE,Cass County,"26,248"
NE,Cedar County,"8,402"
NE,Chase County,"3,924"
NE,Cherry County,"5,689"
NE,Cheyenne County,"8,910"
NE,Clay County,"6,203"
NE,Colfax County,"10,709"
NE,Cuming County,"8,846"
NE,Custer County,"10,777"
NE,Dakota County,"20,026"
NE,Dawes County,"8,589"
NE,Dawson County,"23,595"
NE,Deuel County,"1,794"
NE,Dixon County,"5,636"
NE,Dodge County,"36,565"
NE,Douglas County,"571,327"
NE,Dundy County,"1,693"
NE,Fillmore County,"5,462"
NE,Franklin County,"2,979"
NE,Frontier County,"2,627"
NE,Furnas County,"4,676"
NE,Gage County,"21,513"
NE,Garden County,"1,837"
NE,Garfield County,"1,969"
NE,Gosper County,"1,990"
NE,Grant County,623
NE,Greeley County,"2,356"
NE,Hall County,"61,353"
NE,Hamilton County,"9,324"
NE,Harlan County,"3,380"
NE,Hayes County,922
NE,Hitchcock County,"2,762"
NE,Holt County,"10,067"
NE,Hooker County,682
NE,Howard County,"6,445"
NE,Jefferson County,"7,046"
NE,Johnson County,"5,071"
NE,Kearney County,"6,495"
NE,Keith County,"8,034"
NE,Keya Paha County,806
NE,Kimball County,"3,632"
NE,Knox County,"8,332"
NE,Lancaster County,"319,090"
NE,Lincoln County,"34,914"
NE,Logan County,748
NE,Loup County,664
NE,McPherson County,494
NE,Madison County,"35,099"
NE,Merrick County,"7,755"
NE,Morrill County,"4,642"
NE,Nance County,"3,519"
NE,Nemaha County,"6,972"
NE,Nuckolls County,"4,148"
NE,Otoe County,"16,012"
NE,Pawnee County,"2,613"
NE,Perkins County,"2,891"
NE,Phelps County,"9,034"
NE,Pierce County,"7,148"
NE,Platte County,"33,470"
NE,Polk County,"5,213"
NE,Red Willow County,"10,724"
NE,Richardson County,"7,865"
NE,Rock County,"1,357"
NE,Saline County,"14,224"
NE,Sarpy County,"187,196"
NE,Saunders County,"21,578"
NE,Scotts Bluff County,"35,618"
NE,Seward County,"17,284"
NE,Sheridan County,"5,246"
NE,Sherman County,"3,001"
NE,Sioux County,"1,166"
NE,Stanton County,"5,920"
NE,Thayer County,"5,003"
NE,Thomas County,722
NE,Thurston County,"7,224"
NE,Valley County,"4,158"
NE,Washington County,"20,729"
NE,Wayne County,"9,385"
NE,Webster County,"3,487"
NE,Wheeler County,783
NE,York County,"13,679"
NV,Churchill County,"24,909"
NV,Clark County,"2,266,715"
NV,Douglas County,"48,905"
NV,Elko County,"52,778"
NV,Esmeralda County,873
NV,Eureka County,"2,029"
NV,Humboldt County,"16,831"
NV,Lander County,"5,532"
NV,Lincoln County,"5,183"
NV,Lyon County,"57,510"
NV,Mineral County,"4,505"
NV,Nye County,"46,523"
NV,Pershing County,"6,725"
NV,Storey County,"4,123"
NV,Washoe County,"471,519"
NV,White Pine County,"9,580"
NV,Carson City,"55,916"
NH,Belknap County,"61,303"
NH,Carroll County,"48,910"
NH,Cheshire County,"76,085"
NH,Coos County,"31,563"
NH,Grafton County,"89,886"
NH,Hillsborough County,"417,025"
NH,Merrimack County,"151,391"
NH,Rockingham County,"309,769"
NH,Strafford County,"130,633"
NH,Sullivan County,"43,146"
NJ,Atlantic County,"263,670"
NJ,Bergen County,"932,202"
NJ,Burlington County,"445,349"
NJ,Camden County,"506,471"
NJ,Cape May County,"92,039"
NJ,Cumberland County,"149,527"
NJ,Essex County,"798,975"
NJ,Gloucester County,"291,636"
NJ,Hudson County,"672,391"
NJ,Hunterdon County,"124,371"
NJ,Mercer County,"367,430"
NJ,Middlesex County,"825,062"
NJ,Monmouth County,"618,795"
NJ,Morris County,"491,845"
NJ,Ocean County,"607,186"
NJ,Passaic County,"501,826"
NJ,Salem County,"62,385"
NJ,Somerset County,"328,934"
NJ,Sussex County,"140,488"
NJ,Union County,"556,341"
NJ,Warren County,"105,267"
NM,Bernalillo County,"679,121"
NM,Catron County,"3,527"
NM,Chaves County,"64,615"
NM,Cibola County,"26,675"
NM,Colfax County,"11,941"
NM,Curry County,"48,954"
NM,De Baca County,"1,748"
NM,Do?a Ana County,"218,195"
NM,Eddy County,"58,460"
NM,Grant County,"26,998"
NM,Guadalupe County,"4,300"
NM,Harding County,625
NM,Hidalgo County,"4,198"
NM,Lea County,"71,070"
NM,Lincoln County,"19,572"
NM,Los Alamos County,"19,369"
NM,Luna County,"23,709"
NM,McKinley County,"71,367"
NM,Mora County,"4,521"
NM,Otero County,"67,490"
NM,Quay County,"8,253"
NM,Rio Arriba County,"38,921"
NM,Roosevelt County,"18,500"
NM,Sandoval County,"146,748"
NM,San Juan County,"123,958"
NM,San Miguel County,"27,277"
NM,Santa Fe County,"150,358"
NM,Sierra County,"10,791"
NM,Socorro County,"16,637"
NM,Taos County,"32,723"
NM,Torrance County,"15,461"
NM,Union County,"4,059"
NM,Valencia County,"76,688"
NY,Albany County,"305,506"
NY,Allegany County,"46,091"
NY,Bronx County,"1,418,207"
NY,Broome County,"190,488"
NY,Cattaraugus County,"76,117"
NY,Cayuga County,"76,576"
NY,Chautauqua County,"126,903"
NY,Chemung County,"83,456"
NY,Chenango County,"47,207"
NY,Clinton County,"80,485"
NY,Columbia County,"59,461"
NY,Cortland County,"47,581"
NY,Delaware County,"44,135"
NY,Dutchess County,"294,218"
NY,Erie County,"918,702"
NY,Essex County,"36,885"
NY,Franklin County,"50,022"
NY,Fulton County,"53,383"
NY,Genesee County,"57,280"
NY,Greene County,"47,188"
NY,Hamilton County,"4,416"
NY,Herkimer County,"61,319"
NY,Jefferson County,"109,834"
NY,Kings County,"2,559,903"
NY,Lewis County,"26,296"
NY,Livingston County,"62,914"
NY,Madison County,"70,941"
NY,Monroe County,"741,770"
NY,Montgomery County,"49,221"
NY,Nassau County,"1,356,924"
NY,New York County,"1,628,706"
NY,Niagara County,"209,281"
NY,Oneida County,"228,671"
NY,Onondaga County,"460,528"
NY,Ontario County,"109,777"
NY,Orange County,"384,940"
NY,Orleans County,"40,352"
NY,Oswego County,"117,124"
NY,Otsego County,"59,493"
NY,Putnam County,"98,320"
NY,Queens County,"2,253,858"
NY,Rensselaer County,"158,714"
NY,Richmond County,"476,143"
NY,Rockland County,"325,789"
NY,St. Lawrence County,"107,740"
NY,Saratoga County,"229,863"
NY,Schenectady County,"155,299"
NY,Schoharie County,"30,999"
NY,Schuyler County,"17,807"
NY,Seneca County,"34,016"
NY,Steuben County,"95,379"
NY,Suffolk County,"1,476,601"
NY,Sullivan County,"75,432"
NY,Tioga County,"48,203"
NY,Tompkins County,"102,180"
NY,Ulster County,"177,573"
NY,Warren County,"63,944"
NY,Washington County,"61,204"
NY,Wayne County,"89,918"
NY,Westchester County,"967,506"
NY,Wyoming County,"39,859"
NY,Yates County,"24,913"
NC,Alamance County,"169,509"
NC,Alexander County,"37,497"
NC,Alleghany County,"11,137"
NC,Anson County,"24,446"
NC,Ashe County,"27,203"
NC,Avery County,"17,557"
NC,Beaufort County,"46,994"
NC,Bertie County,"18,947"
NC,Bladen County,"32,722"
NC,Brunswick County,"142,820"
NC,Buncombe County,"261,191"
NC,Burke County,"90,485"
NC,Cabarrus County,"216,453"
NC,Caldwell County,"82,178"
NC,Camden County,"10,867"
NC,Carteret County,"69,473"
NC,Caswell County,"22,604"
NC,Catawba County,"159,551"
NC,Chatham County,"74,470"
NC,Cherokee County,"28,612"
NC,Chowan County,"13,943"
NC,Clay County,"11,231"
NC,Cleveland County,"97,947"
NC,Columbus County,"55,508"
NC,Craven County,"102,139"
NC,Cumberland County,"335,509"
NC,Currituck County,"27,763"
NC,Dare County,"37,009"
NC,Davidson County,"167,609"
NC,Davie County,"42,846"
NC,Duplin County,"58,741"
NC,Durham County,"321,488"
NC,Edgecombe County,"51,472"
NC,Forsyth County,"382,295"
NC,Franklin County,"69,685"
NC,Gaston County,"224,529"
NC,Gates County,"11,562"
NC,Graham County,"8,441"
NC,Granville County,"60,443"
NC,Greene County,"21,069"
NC,Guilford County,"537,174"
NC,Halifax County,"50,010"
NC,Harnett County,"135,976"
NC,Haywood County,"62,317"
NC,Henderson County,"117,417"
NC,Hertford County,"23,677"
NC,Hoke County,"55,234"
NC,Hyde County,"4,937"
NC,Iredell County,"181,806"
NC,Jackson County,"43,938"
NC,Johnston County,"209,339"
NC,Jones County,"9,419"
NC,Lee County,"61,779"
NC,Lenoir County,"55,949"
NC,Lincoln County,"86,111"
NC,McDowell County,"45,756"
NC,Macon County,"35,858"
NC,Madison County,"21,755"
NC,Martin County,"22,440"
NC,Mecklenburg County,"1,110,356"
NC,Mitchell County,"14,964"
NC,Montgomery County,"27,173"
NC,Moore County,"100,880"
NC,Nash County,"94,298"
NC,New Hanover County,"234,473"
NC,Northampton County,"19,483"
NC,Onslow County,"197,938"
NC,Orange County,"148,476"
NC,Pamlico County,"12,726"
NC,Pasquotank County,"39,824"
NC,Pender County,"63,060"
NC,Perquimans County,"13,463"
NC,Person County,"39,490"
NC,Pitt County,"180,742"
NC,Polk County,"20,724"
NC,Randolph County,"143,667"
NC,Richmond County,"44,829"
NC,Robeson County,"130,625"
NC,Rockingham County,"91,010"
NC,Rowan County,"142,088"
NC,Rutherford County,"67,029"
NC,Sampson County,"63,531"
NC,Scotland County,"34,823"
NC,Stanly County,"62,806"
NC,Stokes County,"45,591"
NC,Surry County,"71,783"
NC,Swain County,"14,271"
NC,Transylvania County,"34,385"
NC,Tyrrell County,"4,016"
NC,Union County,"239,859"
NC,Vance County,"44,535"
NC,Wake County,"1,111,761"
NC,Warren County,"19,731"
NC,Washington County,"11,580"
NC,Watauga County,"56,177"
NC,Wayne County,"123,131"
NC,Wilkes County,"68,412"
NC,Wilson County,"81,801"
NC,Yadkin County,"37,667"
NC,Yancey County,"18,069"
ND,Adams County,"2,216"
ND,Barnes County,"10,415"
ND,Benson County,"6,832"
ND,Billings County,928
ND,Bottineau County,"6,282"
ND,Bowman County,"3,024"
ND,Burke County,"2,115"
ND,Burleigh County,"95,626"
ND,Cass County,"181,923"
ND,Cavalier County,"3,762"
ND,Dickey County,"4,872"
ND,Divide County,"2,264"
ND,Dunn County,"4,424"
ND,Eddy County,"2,287"
ND,Emmons County,"3,241"
ND,Foster County,"3,210"
ND,Golden Valley County,"1,761"
ND,Grand Forks County,"69,451"
ND,Grant County,"2,274"
ND,Griggs County,"2,231"
ND,Hettinger County,"2,499"
ND,Kidder County,"2,480"
ND,LaMoure County,"4,046"
ND,Logan County,"1,850"
ND,McHenry County,"5,745"
ND,McIntosh County,"2,497"
ND,McKenzie County,"15,024"
ND,McLean County,"9,450"
ND,Mercer County,"8,187"
ND,Morton County,"31,364"
ND,Mountrail County,"10,545"
ND,Nelson County,"2,879"
ND,Oliver County,"1,959"
ND,Pembina County,"6,801"
ND,Pierce County,"3,975"
ND,Ramsey County,"11,519"
ND,Ransom County,"5,218"
ND,Renville County,"2,327"
ND,Richland County,"16,177"
ND,Rolette County,"14,176"
ND,Sargent County,"3,898"
ND,Sheridan County,"1,315"
ND,Sioux County,"4,230"
ND,Slope County,750
ND,Stark County,"31,489"
ND,Steele County,"1,890"
ND,Stutsman County,"20,704"
ND,Towner County,"2,189"
ND,Traill County,"8,036"
ND,Walsh County,"10,641"
ND,Ward County,"67,641"
ND,Wells County,"3,834"
ND,Williams County,"37,589"
OH,Adams County,"27,698"
OH,Allen County,"102,351"
OH,Ashland County,"53,484"
OH,Ashtabula County,"97,241"
OH,Athens County,"65,327"
OH,Auglaize County,"45,656"
OH,Belmont County,"67,006"
OH,Brown County,"43,432"
OH,Butler County,"383,134"
OH,Carroll County,"26,914"
OH,Champaign County,"38,885"
OH,Clark County,"134,083"
OH,Clermont County,"206,428"
OH,Clinton County,"41,968"
OH,Columbiana County,"101,883"
OH,Coshocton County,"36,600"
OH,Crawford County,"41,494"
OH,Cuyahoga County,"1,235,072"
OH,Darke County,"51,113"
OH,Defiance County,"38,087"
OH,Delaware County,"209,177"
OH,Erie County,"74,266"
OH,Fairfield County,"157,574"
OH,Fayette County,"28,525"
OH,Franklin County,"1,316,756"
OH,Fulton County,"42,126"
OH,Gallia County,"29,898"
OH,Geauga County,"93,649"
OH,Greene County,"168,937"
OH,Guernsey County,"38,875"
OH,Hamilton County,"817,473"
OH,Hancock County,"75,783"
OH,Hardin County,"31,365"
OH,Harrison County,"15,040"
OH,Henry County,"27,006"
OH,Highland County,"43,161"
OH,Hocking County,"28,264"
OH,Holmes County,"43,960"
OH,Huron County,"58,266"
OH,Jackson County,"32,413"
OH,Jefferson County,"65,325"
OH,Knox County,"62,322"
OH,Lake County,"230,149"
OH,Lawrence County,"59,463"
OH,Licking County,"176,862"
OH,Logan County,"45,672"
OH,Lorain County,"309,833"
OH,Lucas County,"428,348"
OH,Madison County,"44,731"
OH,Mahoning County,"228,683"
OH,Marion County,"65,093"
OH,Medina County,"179,746"
OH,Meigs County,"22,907"
OH,Mercer County,"41,172"
OH,Miami County,"106,987"
OH,Monroe County,"13,654"
OH,Montgomery County,"531,687"
OH,Morgan County,"14,508"
OH,Morrow County,"35,328"
OH,Muskingum County,"86,215"
OH,Noble County,"14,424"
OH,Ottawa County,"40,525"
OH,Paulding County,"18,672"
OH,Perry County,"36,134"
OH,Pickaway County,"58,457"
OH,Pike County,"27,772"
OH,Portage County,"162,466"
OH,Preble County,"40,882"
OH,Putnam County,"33,861"
OH,Richland County,"121,154"
OH,Ross County,"76,666"
OH,Sandusky County,"58,518"
OH,Scioto County,"75,314"
OH,Seneca County,"55,178"
OH,Shelby County,"48,590"
OH,Stark County,"370,606"
OH,Summit County,"541,013"
OH,Trumbull County,"197,974"
OH,Tuscarawas County,"91,987"
OH,Union County,"58,988"
OH,Van Wert County,"28,275"
OH,Vinton County,"13,085"
