State,Area_Name,POP_ESTIMATE_2019
WI,Buffalo County,"13,031"
WI,Burnett County,"15,414"
WI,Calumet County,"50,089"
WI,Chippewa County,"64,658"
WI,Clark County,"34,774"
WI,Columbia County,"57,532"
WI,Crawford County,"16,131"
WI,Dane County,"546,695"
WI,Dodge County,"87,839"
WI,Door County,"27,668"
WI,Douglas County,"43,150"
WI,Dunn County,"45,368"
WI,Eau Claire County,"104,646"
WI,Florence County,"4,295"
WI,Fond du Lac County,"103,403"
WI,Forest County,"9,004"
WI,Grant County,"51,439"
WI,Green County,"36,960"
WI,Green Lake County,"18,913"
WI,Iowa County,"23,678"
WI,Iron County,"5,687"
WI,Jackson County,"20,643"
WI,Jefferson County,"84,769"
WI,Juneau County,"26,687"
WI,Kenosha County,"169,561"
WI,Kewaunee County,"20,434"
WI,La Crosse County,"118,016"
WI,Lafayette County,"16,665"
WI,Langlade County,"19,189"
WI,Lincoln County,"27,593"
WI,Manitowoc County,"78,981"
WI,Marathon County,"135,692"
WI,Marinette County,"40,350"
WI,Marquette County,"15,574"
WI,Menominee County,"4,556"
WI,Milwaukee County,"945,726"
WI,Monroe County,"46,253"
WI,Oconto County,"37,930"
WI,Oneida County,"35,595"
WI,Outagamie County,"187,885"
WI,Ozaukee County,"89,221"
WI,Pepin County,"7,287"
WI,Pierce County,"42,754"
WI,Polk County,"43,783"
WI,Portage County,"70,772"
WI,Price County,"13,351"
WI,Racine County,"196,311"
WI,Richland County,"17,252"
WI,Rock County,"163,354"
WI,Rusk County,"14,178"
WI,St. Croix County,"90,687"
WI,Sauk County,"64,442"
WI,Sawyer County,"16,558"
WI,Shawano County,"40,899"
WI,Sheboygan County,"115,340"
WI,Taylor County,"20,343"
WI,Trempealeau County,"29,649"
WI,Vernon County,"30,822"
WI,Vilas County,"22,195"
WI,Walworth County,"103,868"
WI,Washburn County,"15,720"
WI,Washington County,"136,034"
WI,Waukesha County,"404,198"
WI,Waupaca County,"50,990"
WI,Waushara County,"24,443"
WI,Winnebago County,"171,907"
WI,Wood County,"72,999"
WY,Albany County,"38,880"
WY,Big Horn County,"11,790"
WY,Campbell County,"46,341"
WY,Carbon County,"14,800"
WY,Converse County,"13,822"
WY,Crook County,"7,584"
WY,Fremont County,"39,261"
WY,Goshen County,"13,211"
WY,Hot Springs County,"4,413"
WY,Johnson County,"8,445"
WY,Laramie County,"99,500"
WY,Lincoln County,"19,830"
WY,Natrona County,"79,858"
WY,Niobrara County,"2,356"
WY,Park County,"29,194"
WY,Platte County,"8,393"
WY,Sheridan County,"30,485"
WY,Sublette County,"9,831"
WY,Sweetwater County,"42,343"
WY,Teton County,"23,464"
WY,Uinta County,"20,226"
WY,Washakie County,"7,805"
WY,Weston County,"6,927"
