,STATEFP,COUNTYFP,ALAND,AWATER
922,19,035,1494181171,423160
923,19,019,1479085972,5223780
924,18,101,869615710,12033246
925,21,233,860132097,9211734
926,22,021,1371231229,29249902
927,28,089,1850581711,71295137
928,21,063,606882493,2601649
929,28,051,1959776826,20568825
930,21,121,1000523138,3743713
931,21,229,769158641,10943101
932,37,051,1690125279,15283714
933,37,035,1039550849,37945123
934,26,149,1296536370,52915576
935,26,147,1868189426,298352909
936,27,089,4597384466,98019626
937,27,047,1831823843,39237837
938,29,113,1622787226,36004144
939,48,499,1671177481,130725856
940,48,299,2419183490,82373066
941,31,133,1116478182,4852361
942,51,061,1678326423,9635106
943,38,001,2557900104,2894336
944,51,690,28376608,133615
945,55,105,1859964571,20711099
946,22,043,1665429795,56013944
947,27,007,6487155243,1426286994
948,28,017,1299609262,6380767
949,28,145,1076417882,3369003
950,21,051,1215472362,4752702
951,21,197,463558543,2953581
952,21,215,483607178,12792868
953,53,019,5706360675,140294376
954,25,011,1810978987,65539241
955,26,019,828014438,1398245684
956,26,007,1481123844,2908714541
957,28,143,1177611242,67530029
958,29,095,1565689830,30629900
959,31,055,845399826,33504648
960,18,125,865825919,17604088
961,17,087,890762652,12789863
962,21,227,1403057828,15127298
963,18,163,605205940,7676802
964,21,047,1858340853,16920660
965,21,093,1614569777,17463238
966,22,017,2276157693,149613673
967,22,065,1617200411,68596533
968,37,193,1954249755,6862433
969,40,131,1749846748,92924431
970,42,043,1359501931,86167330
971,29,073,1344216314,18008168
972,45,073,1622483093,122219388
973,40,095,962335020,143421778
974,40,139,5286926132,19215614
975,47,037,1304032668,56590440
976,36,121,1535216593,9158424
977,40,147,1076019764,22829398
978,45,033,1049113569,4545512
979,41,071,1854169188,6491759
980,12,069,2462296203,534178837
981,12,121,1783342120,9593307
982,17,179,1674222062,29832978
983,01,033,1535202321,79700277
984,05,007,2195165155,94161968
985,06,111,4771968316,947365005
986,51,133,495768323,243946540
987,48,479,8706186712,36555086
988,29,029,1699106463,136335803
989,51,181,722475750,81216905
990,51,083,2117910064,30527646
991,53,057,4481247129,483851713
992,12,037,1411908386,1275539661
993,05,021,1656214473,5097734
994,05,149,2409045644,48482976
995,05,087,2160707852,7318191
996,08,011,3918255140,73141518
997,08,049,4782260510,59902381
998,13,247,336212812,5918273
999,13,155,917795231,21756147
1000,16,011,5422887259,68487093
1001,08,113,3332606119,5204095
1002,12,129,1570616088,334902007
1003,13,257,463996898,13074870
1004,13,313,752229662,1598019
1005,17,197,2164927644,34548925
1006,18,167,1045190745,17870822
1007,20,007,2937233343,5418951
1008,21,099,1068530028,13692536
1009,22,059,1617925452,97664170
1010,37,037,1765640373,70634835
1011,38,063,2542787670,70033883
1012,38,025,5201924007,190540354
1013,39,127,1056544342,11790392
1014,40,121,3381125454,187426541
1015,40,063,2084031905,26499096
1016,45,031,1452042167,14638525
1017,41,059,8327974442,41621263
1018,45,087,1331696512,4805060
1019,31,089,6248078944,13204318
1020,51,775,37600652,277514
1021,35,023,8905639714,23582051
1022,36,081,281734474,179364919
1023,49,013,8379502727,38797815
1024,51,135,814265583,4297830
1025,54,021,876717626,4082112
1026,55,123,2050135746,64289525
1027,55,113,3257216619,239883874
1028,51,017,1370626056,14039993
1029,56,011,7393068947,28186052
1030,18,165,665275343,7895064
1031,18,117,1031794491,25417740
1032,22,119,1536337101,56090612
1033,21,003,891838100,19482791
1034,34,041,923422762,15836120
1035,16,013,6831709953,44656294
1036,18,079,975364388,4546210
1037,18,103,968246949,9184624
1038,20,009,2318705425,13926862
1039,17,079,1281043664,9334509
1040,22,001,1696880710,5918557
1041,31,121,1258350334,28301118
1042,30,103,2532492067,17149961
1043,36,123,875785688,97504774
1044,35,019,7847072131,2887948
1045,48,067,2426706492,60517775
1046,48,485,1625459958,13644096
1047,01,023,2365869835,19144469
1048,29,186,1292800497,19739769
1049,30,035,7756874926,106013590
1050,32,005,1838170321,72317571
1051,21,191,717836416,12328249
1052,21,057,790453198,14793811
1053,21,159,594708799,2558132
1054,22,123,931478638,2386184
1055,24,005,1549739465,215964666
1056,26,071,3019919279,116800609
1057,29,091,2401562310,2913503
1058,21,069,902727151,7182793
1059,21,155,888463701,9891797
1060,32,011,10814958255,11082875
1061,37,089,965884896,5537500
1062,40,075,2629209769,40296743
1063,37,069,1273757057,7178682
1064,06,061,3644325262,246494490
1065,06,009,2641829200,43797659
1066,13,153,973983087,10007635
1067,13,077,1142008517,12693091
1068,41,011,4133714965,544726576
1069,36,085,148972685,115952653
1070,36,055,1701292247,1838454277
1071,39,085,593807216,1942301618
1072,39,155,1600713063,47991467
1073,39,135,1098741227,6062615
1074,40,079,4116222818,50024110
1075,49,053,6287037057,7781671
1076,41,045,25609052016,108996486
1077,06,043,3752472149,36225644
1078,02,020,4419562836,615500204
1079,54,095,663818549,11382159
1080,13,063,366930141,6989148
1081,56,005,12437291881,11010427
1082,47,075,1380741546,2472509
1083,46,105,7434503230,50539948
1084,48,491,2896482213,41627400
1085,51,105,1127622401,4896868
1086,54,043,1131929489,4019060
1087,16,023,5792473995,5259978
1088,21,071,1018602077,6269564
1089,21,103,741500261,12502017
1090,21,055,932300422,28949527
1091,31,083,1433471291,53339808
1092,39,175,1053773841,1783531
1093,01,119,2340898915,24634883
1094,22,039,1715558149,44659723
1095,27,023,1505064472,17233194
1096,28,067,1799554021,12681687
1097,21,029,769306782,8374788
1098,29,075,1272776755,762384
1099,21,011,722081431,13486211
1100,28,125,1118149687,8806463
1101,13,191,1117201444,369176904
1102,16,027,1520436972,43132337
1103,17,111,1562818741,19869602
1104,45,055,1881552070,35713176
1105,47,173,579055049,61028042
1106,47,019,883854964,16670132
1107,13,287,739222164,11823691
1108,13,069,1534043690,26812415
1109,13,211,899772835,18690549
1110,48,423,2386603414,73164513
1111,48,089,2487123834,34710042
1112,49,041,4947999999,20260738
1113,51,067,1788700725,54378567
1114,23,025,10164033097,437957281
1115,27,033,1657524495,22247750
1116,28,081,1165367704,8349355
1117,29,107,1627633788,27221524
1118,21,081,668162503,7238652
1119,20,051,2330762299,1197085
1120,31,137,1398048574,1646533
1121,54,053,1115682322,36125498
1122,51,097,816239120,28893748
1123,13,033,2142010511,20584267
1124,18,061,1254889433,5193186
1125,18,155,571509744,7193743
1126,21,141,1430224001,12479212
1127,21,041,332995862,22648384
1128,24,017,1185699267,479508052
1129,25,007,267300554,1004283994
1130,04,011,4770701075,13750464
1131,04,017,25770094216,24078113
1132,05,003,2396662506,39297497
1133,06,027,26368508430,119088151
1134,10,003,1104149852,175376290
1135,22,025,1833782906,81308666
1136,38,059,4988775161,49927065
1137,40,149,2598189854,14579003
1138,40,021,1940678810,69903540
1139,31,025,1443537069,22114716
1140,31,127,1055100620,5769942
1141,06,047,5013300944,111383846
1142,55,007,3827694061,1460287292
1143,01,133,1587608920,48922726
1144,01,079,1788864247,68682382
1145,01,095,1465531860,148495464
1146,05,059,1593380758,18038344
1147,08,079,2268209079,5222161
1148,48,455,1796924651,52256860
1149,30,079,4497780200,15092932
1150,31,103,2002257566,2192458
1151,31,151,1486812299,5821039
1152,27,025,1074597625,71170833
1153,29,155,1275869306,53917538
1154,29,005,1417462632,7359186
1155,30,101,4959868818,78026225
1156,29,003,1120510502,9677308
1157,36,075,2464747828,933478468
1158,39,099,1065795331,35434323
1159,40,001,1485822410,8737302
1160,44,009,852827384,604769902
1161,48,007,652804638,714591509
1162,50,027,2511194819,19362098
1163,51,800,1033802704,77061976
1164,47,099,1598348832,2228678
1165,48,107,2331503433,3873557
1166,30,025,4197204997,5915331
1167,48,331,2633798227,12758772
1168,48,275,2203109026,12577260
1169,48,481,2813117310,21287759
1170,51,680,126842533,1428787
1171,53,001,4985698857,12464425
1172,55,015,824341282,204083857
1173,56,007,20455214966,171386119
1174,48,489,1529622790,501704013
1175,47,161,1190814527,86082696
1176,46,121,3596445663,5854544
1177,48,377,9985057438,1773188
1178,39,105,1113957862,7519823
1179,41,057,2855122951,595798837
1180,42,067,1013592882,5606077
1181,54,071,1802759655,5429034
1182,32,019,5183173264,59602530
1183,36,015,1055036193,8876788
1184,04,025,21039796371,11501576
1185,40,007,4700019205,7347161
1186,06,037,10510671776,1794675167
1187,21,119,910427749,3453308
1188,27,019,917370948,56746217
1189,37,067,1056149964,11784294
1190,38,035,3719431810,8862840
1191,45,007,1848867555,108509855
1192,54,105,602201079,5839708
1193,72,091,116913005,66163823
1194,55,095,2367420168,109683414
1195,17,109,1526558588,2012555
1196,18,043,383227223,2706632
1197,18,001,878079470,2429954
1198,28,059,1872035474,830366003
1199,28,157,1756287147,25019144
1200,29,023,1799186752,11193420
1201,29,087,1198369595,19839053
1202,41,031,4615975257,26213927
1203,08,033,2763958517,2716141
1204,13,299,2328846491,22829439
1205,32,003,20439281456,438411489
1206,37,115,1164497721,4840763
1207,42,009,2621850830,11921645
1208,05,099,1600192986,7254361
1209,05,105,1428543055,23226442
1210,56,009,11020303965,26150335
1211,48,201,4416454882,187141456
1212,40,023,1995215207,75667004
1213,40,067,1965365160,39497496
1214,31,115,1459513671,19565477
1215,48,375,2352718728,35190087
1216,48,401,2393244484,37217198
1217,47,067,575816107,2988718
1218,21,179,1081354961,16997384
1219,27,015,1582706895,18537419
1220,22,003,1973083810,10634063
1221,22,077,1443191041,86747118
1222,37,155,2453435692,5076394
1223,32,031,16320597789,620919233
1224,34,007,573295201,15719274
1225,27,123,394246995,46264475
1226,28,159,1572773190,7341897
1227,16,035,6364412194,79593140
1228,17,059,836540182,13265237
1229,19,071,1323915765,14171394
1230,21,223,392766459,11833389
1231,26,013,2326913893,441619915
1232,31,053,1370269386,36091878
1233,17,037,1635174009,8532272
1234,17,135,1822450014,15512963
1235,27,127,2275493333,8220827
1236,21,207,657060491,75583986
1237,72,141,294045385,3982228
1238,56,043,5798138762,10429604
1239,13,093,1016908429,12142109
1240,13,111,1002402372,13668467
1241,36,037,1276700275,6142607
1242,05,143,2439803798,26926764
1243,05,127,2311063521,14887192
1244,08,023,3179452300,8828906
1245,08,125,6123763482,11134666
1246,12,091,2409293012,393276379
1247,56,001,11070455509,89161376
1248,01,055,1386373604,34568854
1249,06,039,5534617472,42245931
1250,08,005,2066632437,19499590
1251,37,183,2162178923,58072194
1252,16,081,1163139950,2868473
1253,35,043,9609141803,10852025
1254,37,171,1382385865,10337591
1255,39,029,1377683637,7251865
1256,39,095,882436042,660776371
1257,41,037,21078876003,568514572
1258,12,009,2629306677,1403367455
1259,08,117,1575590691,28283469
1260,31,155,1943236717,24688496
1261,51,047,982089169,9005137
1262,27,073,1981394517,33643134
1263,51,087,605180344,28932787
1264,51,760,155176309,6878617
1265,44,003,436563233,50711661
1266,56,035,12655929006,127353627
1267,48,295,2414350766,298741
1268,27,063,1820689416,42120425
1269,26,105,1281971751,1935608089
1270,21,175,987114215,6889932
1271,49,039,4117901470,32049371
1272,37,123,1273042460,25919921
1273,06,059,2053294769,402004844
1274,09,013,1062807467,17549693
1275,42,033,2964714515,23932643
1276,08,055,4120756321,5792101
1277,13,179,1337652375,222886508
1278,13,305,1662610320,17766411
1279,18,059,792420113,2771261
1280,20,059,1480855479,13920171
1281,22,087,977751815,4604202197
1282,22,107,1561204508,99471076
1283,28,139,1185754605,5522229
1284,05,067,1641853231,19623382
1285,06,021,3403160290,33693350
1286,16,049,21956594313,67559274
1287,56,029,17972027696,67638740
1288,51,820,38771454,364648
1289,21,225,887992799,53149368
1290,29,119,1397247174,520251
1291,29,151,1571034362,17734586
1292,12,103,709006650,866038559
1293,13,049,2020415648,5963237
1294,13,045,1292475865,12301430
1295,35,006,11758505178,5554603
1296,35,037,7443334354,18728804
1297,20,015,3702816810,43671391
1298,21,221,1143636295,103000434
1299,19,119,1522007137,334399
1300,37,187,897456203,195282200
1301,17,005,985073312,6462629
1302,72,087,50147915,119761911
1303,17,009,791704469,4139310
1304,54,003,831770845,1057606
1305,51,103,345238881,254114185
1306,29,177,1473209190,13278420
1307,55,127,1438568339,54798005
1308,29,135,1074917555,9954061
1309,30,023,1907999322,12199471
1310,21,177,1210451478,31188652
1311,51,041,1097033443,34755427
1312,37,141,2256645188,162833566
1313,20,173,2583469467,30141181
1314,30,039,4473328973,14546368
1315,36,027,2060717226,76917249
1316,36,013,2745967842,1139487496
1317,37,071,921311293,20627404
1318,40,071,2381847043,65600611
1319,42,051,2046967686,20644360
1320,17,013,657402921,77058387
1321,55,139,1125846130,372645352
1322,18,115,223126823,3352207
1323,19,005,1655115645,51094070
1324,20,129,1889994372,507796
1325,20,187,1762103390,178555
1326,20,119,2533222396,3258258
1327,27,035,2585751023,409699952
1328,37,063,741907726,29553623
1329,39,163,1067997064,6792846
1330,39,083,1361052752,10720134
1331,47,157,1977649595,55572120
1332,53,017,4711869855,76507217
1333,35,013,9863129095,17626170
1334,21,019,414054109,5581075
1335,34,027,1192855212,54286849
1336,47,029,1128782873,18734377
1337,28,109,2101301898,20778645
1338,22,069,3243376636,120998331
1339,35,041,6335242830,18679735
1340,36,117,1563910796,2018187304
1341,21,139,810999185,75642139
1342,49,033,2664700964,149106532
1343,42,095,957377695,19426469
1344,42,057,1133252799,1305486
1345,51,193,593950813,61109991
1346,72,035,134509870,68569
1347,08,067,4376522013,25375721
1348,38,015,4228212589,92622367
1349,39,093,1272238893,1119451593
1350,23,027,1890615342,318015806
1351,46,053,2628707516,99900775
1352,47,091,772956183,11007739
1353,27,069,2845915561,12391036
1354,49,001,6689681807,5298466
1355,42,005,1691724751,27619089
1356,34,001,1438772543,301272800
1357,37,109,766225394,23364650
1358,29,510,159915148,11211123
1359,54,065,593295474,1401571
1360,54,009,231034123,8714140
1361,20,023,2641501921,2738021
1362,37,133,1973417749,371022642
1363,35,061,2762854208,2760092
1364,36,043,3655807440,120420521
1365,23,023,657782155,300590924
1366,24,015,896857465,185336237
1367,25,025,150855103,160514584
1368,29,173,1216727522,36396590
1369,31,125,1143826229,17085959
1370,54,001,883338385,4639585
1371,29,027,2161515126,33192502
1372,47,093,1316572232,45558452
1373,17,083,956445338,20311971
1374,11,001,158340391,18687198
1375,47,023,740053450,575590
1376,47,063,417477290,37851130
1377,48,487,2514738099,18202665
1378,48,037,2292143504,98330188
1379,13,231,559659547,8596897
1380,41,041,2539222440,554656148
1381,42,003,1890994754,37306406
1382,42,091,1250855248,11016762
1383,02,070,47478023796,5950680491
1384,29,195,1956717078,29587347
1385,13,067,879964563,12464091
1386,01,115,1635844944,56400695
1387,48,043,16015869871,22063885
1388,25,009,1275502663,870278700
1389,45,001,1272789832,53234750
1390,13,311,623522395,3919460
1391,09,007,956493754,180679140
1392,13,215,560569943,11845684
1393,13,137,716980219,5802042
1394,16,071,3105269252,3995237
1395,17,067,2055722033,53564033
1396,06,093,16261933260,179149816
1397,47,045,1326943233,36772008
1398,37,093,1010400416,3957346
1399,21,189,511282852,2285942
1400,12,077,2164099093,19582444
1401,51,059,1012684309,40126920
1402,29,207,2132122569,15033642
1403,40,091,1601897956,242913891
1404,45,041,2073312316,9754149
1405,48,149,2460152118,25739448
1406,21,027,1475790362,40965524
1407,30,095,4653551003,23732517
1408,48,321,2830586734,1345801267
1409,47,153,688550851,498315
1410,18,123,988699435,11786862
1411,19,061,1575487979,21138781
1412,20,125,1666900068,20430024
1413,20,209,392744972,11795997
1414,21,147,1105416729,10730408
1415,49,047,11609319533,56115725
1416,51,139,802949708,8369901
1417,55,063,1170076691,73110106
1418,01,039,2669129020,34231390
1419,72,079,155287827,106643202
1420,16,051,2832617275,31168374
1421,46,071,4827433523,19106094
1422,31,079,1415146240,14900882
1423,31,149,2611466192,8807741
1424,48,439,2236833515,100104623
1425,30,087,12971010170,44234236
1426,45,059,1848622859,26110393
1427,36,041,4447982191,234211585
1428,39,073,1091232036,5959241
1429,40,045,3189606140,952235
1430,47,139,1125616970,19912651
1431,48,273,2282572438,541041664
1432,51,035,1229582124,7586467
1433,13,013,417082282,4909657
1434,09,005,2384116952,62334525
1435,18,151,799729302,35454787
1436,01,069,1501854593,4683050
1437,23,013,945684684,2017116243
1438,21,209,729768176,9447095
1439,30,045,4842466679,2066739
1440,21,101,1130509783,76360655
1441,21,059,1187227809,47086919
1442,22,011,2997555226,21945878
1443,51,163,1545038082,8836969
1444,51,081,764634552,4086108
1445,48,225,3188288232,14426022
1446,01,083,1450277885,122329729
1447,04,027,14281127830,13326079
1448,13,001,1316423274,10328007
1449,29,103,1305376626,7307094
1450,51,077,1144218810,9792929
1451,13,319,1163459874,7084800
1452,56,039,10351784301,570864879
1453,45,069,1242867246,14489017
1454,16,047,1888932879,12472392
1455,30,059,6194909929,7475979
1456,45,057,1422080325,15488752
1457,16,077,3635892392,99205466
1458,23,015,1180688991,631299424
1459,24,013,1159345029,13120348
1460,25,027,3912564078,177449060
1461,39,151,1490064421,13636097
1462,40,015,3309582204,31983440
1463,40,101,2098872174,76147852
1464,23,007,4395259492,121300480
1465,26,099,1241247601,237430796
1466,26,053,2854517985,970153167
1467,21,005,523492152,5593051
1468,21,049,653935807,6915925
1469,48,173,2331552975,2245302
1470,40,005,2526582872,37283821
1471,31,177,1009985080,8388605
1472,53,039,4847515948,84930626
1473,53,077,11122757280,41168174
1474,18,175,1330453152,7531287
1475,19,001,1474404193,2597996
1476,20,093,2254696663,1133601
1477,21,113,445905428,6132005
1478,19,077,1529698829,6355534
1479,20,083,2227369150,826344
1480,28,029,2013158779,5644780
1481,21,009,1262836934,32156337
1482,16,041,1717211129,12153472
1483,47,159,814020540,28690306
1484,37,015,1810858588,109088136
1485,53,063,4568452137,43434945
1486,55,093,1486272236,46679668
1487,40,035,1971897019,3697828
1488,26,097,2646617352,2793791917
1489,26,091,1941541486,30482189
1490,27,091,1844928054,44669375
1491,27,157,1354450835,68863104
1492,49,009,1805185916,61230034
1493,24,021,1710605951,17990382
1494,47,149,1603845509,12453819
1495,21,115,678485071,5623175
1496,04,021,13897458216,22344375
1497,47,005,1021248372,108583505
1498,47,169,296143584,5960709
1499,47,107,1113997274,5340568
1500,45,017,987179244,29350862
1501,46,109,2851702814,89947544
1502,48,357,2376792056,1331778
1503,29,053,1462703858,11467294
1504,01,047,2534919599,39124778
1505,30,085,6097641904,38581365
1506,34,033,859473753,105431093
1507,36,051,1636256617,22006106
1508,44,001,62513681,53346256
1509,33,015,1801042594,258639092
1510,05,055,1496205817,4789586
1511,36,083,1689851801,33533586
1512,42,121,1746387665,22149577
1513,42,021,1782847427,13653004
1514,17,131,1453497670,19409929
1515,37,005,607100995,3715039
1516,26,103,4685391001,4185367735
1517,42,111,2782592219,17007774
1518,46,135,1349873590,28676614
1519,31,107,2870856403,81009708
1520,31,015,1398424239,11893557
1521,49,049,5189357942,364153797
1522,47,129,1352439680,823018
1523,39,061,1051393875,17332960
1524,30,027,11238811038,27700320
1525,48,337,2411034605,19087361
1526,37,107,1033630021,5900301
1527,49,007,3831067717,15844443
1528,29,201,1087772861,15192496
1529,25,013,1597996708,44417070
1530,29,033,1799061893,17533392
1531,53,025,6939853494,289961880
1532,48,055,1412150551,4973307
1533,48,209,1755978790,5037743
1534,37,087,1433713822,2438478
1535,38,067,2897408190,7010909
1536,05,065,1503683622,8913817
1537,51,510,38676699,1072887
1538,22,099,1909381808,205314116
1539,23,001,1211956216,75580882
1540,26,133,1466674351,17425112
1541,27,059,1128574114,41160302
1542,30,093,1859568273,1518176
1543,21,157,780276602,100761082
1544,31,109,2169287528,22832516
1545,48,365,2101400911,25810622
1546,18,129,1060267353,25779827
1547,08,029,2958095177,16782598
1548,29,219,1110085394,23733196
1549,01,051,1601769095,99957723
1550,37,197,867496104,7232594
1551,39,173,1598531979,8628879
1552,17,137,1473180230,9059958
1553,27,105,1852084984,19315966
1554,34,019,1108065331,24782521
1555,39,023,1027866665,14652126
1556,36,019,2687771456,206611031
1557,23,017,5379210748,255895400
1558,48,351,2418212542,15672146
1559,27,075,5462973382,2282686849
1560,08,091,1402719365,1599543
1561,17,153,515887463,10473575
1562,48,347,2451572357,89731150
1563,48,411,2940447164,8069104
1564,51,113,830447699,3207612
1565,48,015,1674405805,25606290
1566,47,131,1411154087,27443197
1567,48,001,2752198848,39810264
1568,45,047,1177732248,21226984
1569,45,049,1450327708,7072565
1570,31,037,1066160351,12611464
1571,25,023,1706646158,1124975284
1572,45,013,1492286911,899515938
1573,08,037,4362761542,18963358
1574,17,031,2447370818,1786313044
1575,17,053,1257690125,1640596
1576,17,055,1059098605,58350789
1577,17,065,1125696542,3172088
1578,21,237,575419095,1505159
1579,51,117,1619502374,139697793
1580,50,013,211881635,292317314
1581,53,009,4503162162,2413868443
1582,19,153,1482025649,50041575
1583,19,137,1098405745,2410443
1584,42,017,1565461198,45136441
1585,45,019,2377399079,1139779959
1586,46,009,1459586265,46799495
1587,38,097,2232437901,1462184
1588,34,035,781816438,8009058
1589,36,111,2911757798,94596946
1590,06,011,2980332864,14608870
1591,45,063,1810376222,151906139
1592,48,005,2066245670,173333993
1593,51,121,1001920426,6290938
1594,47,085,1374668729,67184110
1595,48,045,2330991073,4068657
1596,48,145,1982545004,21693802
1597,48,013,3158596637,4995711
1598,38,051,2524546459,51817666
1599,55,045,1512664663,1315749
1600,01,125,3421009204,78715350
1601,05,129,1725176966,6256683
1602,05,137,1570579417,7841927
1603,06,113,2628144763,22878452
1604,55,109,1871121259,34297347
1605,16,053,1547443958,13094559
1606,20,043,1019105692,12424173
1607,40,057,1391326399,3800411
1608,13,283,516529388,7805619
1609,13,281,431139160,13793109
1610,48,349,2614935410,197626092
1611,26,151,2493045477,1624882510
1612,42,031,1556159014,23329372
1613,45,039,1777452219,61132193
1614,08,107,6117602765,15831744
1615,27,143,1525073951,30338003
1616,51,085,1211818312,12652671
1617,05,009,1528068629,31092612
1618,46,019,5827518210,42730886
1619,42,025,987977569,15349904
1620,46,047,4506292267,24021150
1621,47,071,1495273049,49117375
1622,45,027,1572019539,229734667
1623,46,081,2072127355,667509
1624,46,123,4176247347,13272786
1625,45,067,1267172613,12712773
1626,47,177,1120619143,3524884
1627,31,161,6322057033,74718659
1628,51,093,817574799,122145854
1629,41,067,1875846777,6127010
1630,55,131,1115362189,12999404
1631,55,133,1423769192,79818045
1632,45,089,2419477548,7461492
1633,38,065,1871296130,22475974
1634,05,147,1519723271,18703960
1635,39,005,1095464863,9966289
1636,28,121,2008615552,79136591
1637,21,013,929966391,5321107
1638,21,023,525033512,16140319
1639,27,003,1092919450,62411173
1640,42,045,476088156,17572423
1641,47,083,518758194,17303404
1642,53,051,3626638411,65380079
1643,24,035,962655539,360038406
1644,25,015,1365526541,46674748
1645,31,031,15436868252,127452878
1646,51,550,876737869,32209980
1647,46,015,2116643979,75721265
1648,46,045,2916276415,64969684
1649,47,137,422113134,29822863
1650,47,031,1111013493,14476369
1651,48,391,1995545559,123687613
1652,46,051,1764937237,15765681
1653,30,031,6746957846,74489170
1654,47,097,1222389174,92231158
1655,17,169,1132511778,10511618
1656,21,017,750439351,4829777
1657,51,013,67333000,273562
1658,37,073,882181716,13292008
1659,55,027,2268072980,81308121
1660,60,030,82093,147383994
1661,72,073,115340543,3091
1662,46,065,1920546204,153323262
1663,21,085,1294806961,28747822
1664,22,113,3038604863,955337102
1665,13,005,735776071,4500457
1666,45,075,2865402225,55804746
1667,55,117,1324851063,1967647733
1668,45,053,1696861195,120225009
1669,13,271,1132621097,17356399
1670,13,171,475264444,6044328
1671,16,001,2724688230,22176177
1672,16,083,4977213734,18063165
1673,18,181,1308272993,9200075
1674,46,021,1900214169,96243697
1675,48,123,2354237927,3919919
1676,49,025,10333912578,306169207
1677,48,409,1795990945,37577389
1678,51,149,687240723,42735664
1679,24,039,828145301,752662646
1680,47,089,712051940,102023536
1681,35,007,9733110158,26299632
1682,31,033,3098367764,292549
1683,28,129,1647926083,2599432
1684,45,065,930140101,89979830
1685,17,167,2248877362,22577724
1686,16,075,1053846147,8875236
1687,21,089,892153269,25883968
1688,21,091,486072096,29041476
1689,16,005,2881323493,92089031
1690,39,035,1184103772,2041800662
1691,19,155,2461833316,22328604
1692,13,113,503420082,12825181
1693,13,177,921731013,15310683
1694,51,099,465122891,21198264
1695,48,281,1846250642,2833490
1696,15,003,1555453537,4055036094
1697,49,027,17106839710,600835681
1698,48,057,1312707008,1361884769
1699,48,117,3876750541,3926557
1700,48,101,2332448738,2723997
1701,45,037,1296963602,16326455
1702,48,291,3000204407,46518024
1703,48,085,2178894500,116215462
1704,47,171,481902940,825726
1705,51,037,1231010119,5809378
1706,51,049,770525894,5917831
1707,37,129,497802422,353938972
1708,17,189,1457059688,3456567
1709,26,023,1311604220,34421385
1710,48,147,2307250914,20847064
1711,35,005,15713867248,20519782
1712,51,111,1118097710,1743628
1713,51,109,1284976753,37794134
1714,72,069,115929989,68988206
1715,06,001,1909598013,216923745
1716,19,193,2260790985,12793704
1717,37,001,1096684439,27992169
1718,19,135,1123320775,1522790
1719,22,013,2101207368,27945994
1720,24,023,1681102438,22498420
1721,48,027,2722825522,94658021
1722,19,003,1096686268,5367875
1723,06,013,1857233047,225282636
1724,21,075,533359369,64083923
1725,35,045,14289489115,54969313
1726,24,011,827350253,16777065
1727,47,183,1503107891,3707114
1728,38,061,4727469716,301107634
1729,18,171,944543945,4442743
1730,17,177,1462219648,1350223
1731,40,151,3331900090,9091699
1732,56,033,6535475109,7986330
1733,72,107,164788358,402899
1734,17,075,2894067723,4209399
1735,12,013,1469390185,18074799
1736,18,161,417480643,10326438
1737,21,239,492385588,4933906
1738,19,053,1377567269,4140764
1739,20,115,2445722726,24432825
1740,21,129,540942077,6215038
1741,12,123,2702180641,489194665
1742,46,023,2842481185,136616766
1743,06,099,3874662824,46356389
1744,24,027,649943913,6344365
1745,37,009,1100901792,8093125
1746,22,053,1687025357,18718207
1747,46,055,4689282658,42449843
1748,47,105,593811785,46869993
1749,17,163,1703509128,42001352
1750,37,157,1464980033,18461421
1751,51,089,990282309,5272093
1752,45,085,1722537271,44054401
1753,56,037,27005754244,166230251
1754,47,065,1404654388,86645833
1755,47,119,1588021132,6319196
1756,22,019,2756510262,77637930
1757,51,127,543990078,35597680
1758,53,027,4924421612,834689898
1759,53,031,4671590207,995036034
1760,22,031,2269875385,47052491
1761,06,019,15431404077,137345152
1762,24,043,1185611711,24801555
1763,37,159,1324723323,32235597
1764,19,045,1799818638,39526958
1765,26,041,3033137838,2124389419
1766,51,169,1387786298,8105325
1767,20,149,2177623918,54032546
1768,24,045,969741260,66790591
1769,20,017,2002201863,12087995
1770,47,133,1122721526,3492728
1771,51,177,1039887175,33117022
1772,35,047,12228666255,51380263
1773,33,013,2416139337,57236576
1774,29,149,2045563492,4528610
1775,37,025,935602088,7006691
1776,06,107,12495083015,37014644
1777,37,195,952012785,14332690
1778,17,123,1001866831,30364348
1779,05,011,1681514472,9532926
1780,29,011,1533351030,12152201
1781,55,047,905314818,79202624
1782,31,165,5352724893,1681023
1783,27,107,2260512791,10208058
1784,41,003,1748712549,7740248
1785,41,039,11801553916,434809019
1786,19,085,1804814772,12411273
1787,37,163,2449357434,4923826
1788,30,057,9293284845,39845975
1789,29,041,1945541998,40353306
1790,50,011,1642360202,150203866
1791,21,133,875235570,2856320
1792,21,135,1250548669,32481921
1793,06,077,3606263159,88974329
1794,26,077,1455799921,47165471
1795,21,149,654038245,9609385
1796,26,089,899243343,5659103852
1797,36,059,737085188,437386635
1798,46,103,7191808283,19906975
1799,47,021,783392123,11965175
1800,22,117,1734074152,16457670
1801,38,105,5381852512,181794883
1802,51,147,906395970,10040115
1803,29,127,1131623331,19113752
1804,30,013,6988237762,34396943
1805,41,017,7815545146,94755758
1806,29,051,1014006926,19204028
1807,22,055,696040360,1209874
1808,51,683,25510900,144861
1809,22,061,1221806125,1897706
1810,22,111,2271359842,73624033
1811,27,045,2230746819,2055506
