,STATEFP,COUNTYFP,ALAND,AWATER
1812,38,057,2700509673,180828903
1813,18,091,1549504338,38830316
1814,18,127,1082793402,268672610
1815,35,053,17214061663,4843011
1816,21,193,879807827,7546341
1817,26,139,1459502408,2765830983
1818,47,167,1187261392,38615040
1819,48,119,665192127,54648178
1820,34,011,1251898433,503712952
1821,51,191,1453385755,12998219
1822,01,011,1613059160,6054988
1823,01,109,1740647518,2336975
1824,39,043,651214356,969797598
1825,35,017,10259428091,15345466
1826,55,059,704110693,1248806298
1827,05,027,1983889572,1990757
1828,41,049,5259046542,44372294
1829,46,083,1495182122,1179561
1830,33,001,1040771458,176549428
1831,34,015,833904538,38332188
1832,18,087,983236292,18318591
1833,05,029,1430333634,37328676
1834,39,069,1077461475,9687646
1835,51,173,1168992135,3519016
1836,42,107,2016645874,10834898
1837,21,039,490647249,24708003
1838,27,053,1434458964,136553032
1839,27,051,1418785987,71704973
1840,17,127,614391204,11903726
1841,24,019,1400550674,1145376112
1842,16,055,3205833878,184447536
1843,13,189,666848710,23114025
1844,16,025,2782253888,11548054
1845,18,065,1014955632,7654389
1846,18,045,1024769248,5734093
1847,20,079,1397961184,2503283
1848,20,155,3251786677,42963060
1849,40,081,2466497920,34599356
1850,13,031,1750692421,32839190
1851,48,167,981441986,1281681977
1852,51,179,697237202,28088012
1853,37,027,1222192503,7038403
1854,48,175,2206698607,19050015
1855,37,191,1434638262,9855191
1856,45,005,1056949844,11205142
1857,42,011,2217987965,24304378
1858,47,079,1455159717,81742882
1859,26,131,3395416179,6292279422
1860,51,183,1269679004,6740704
1861,72,027,120058279,40430074
1862,20,039,2314199316,1631670
1863,39,015,1269138597,8895020
1864,01,073,2878465205,32885044
1865,45,077,1287006199,40630298
1866,47,127,334684859,3093435
1867,48,313,1207103453,16493254
1868,20,121,1491519075,37235270
1869,08,105,2361956098,984295
1870,39,145,1580488226,15327149
1871,12,011,3116026236,310052487
1872,48,297,2692796898,101483818
1873,41,051,1116558776,88222268
1874,15,007,1605492325,1674244229
1875,37,019,2199384967,518918112
1876,39,101,1045726872,908577
1877,37,177,1012103919,534574452
1878,27,155,1486320975,31025234
1879,51,125,1219224471,8984036
1880,53,043,5984421210,75265961
1881,24,003,1074287145,448099595
1882,18,095,1170469596,2547300
1883,48,039,3528352491,637937977
1884,48,197,1800337391,4548860
1885,31,043,684422627,8193327
1886,42,001,1343584297,7700079
1887,39,081,1057037026,7335031
1888,54,023,1236390677,7545525
1889,54,093,1085319217,5304609
1890,53,029,540043252,799821240
1891,13,225,389188326,2678496
1892,39,017,1208541665,8820581
1893,12,086,4917746437,1378974993
1894,48,501,2071252477,34329
1895,06,095,2128327622,218699936
1896,13,249,432287212,2373637
1897,40,143,1477122998,43258380
1898,21,151,1132729653,15306635
1899,20,135,2783562240,667491
1900,13,321,1478137688,10471700
1901,51,141,1250846143,7141128
1902,20,147,2294395639,22493383
1903,47,141,1038860582,3777708
1904,37,061,2110160387,14193279
1905,47,163,1070695045,42239171
1906,45,015,2858329048,337403898
1907,54,007,1322996994,14144348
1908,12,023,2065645989,9755973
1909,47,055,1582304828,642572
1910,72,061,71444638,468304
1911,54,037,542073029,6150169
1912,36,103,2361492153,3784901731
1913,20,021,1521791027,8951473
1914,08,115,1419419130,3530746
1915,48,041,1516472390,14829823
1916,48,051,1706888864,46046458
1917,51,023,1401900412,12124776
1918,50,007,1389750172,214227550
1919,30,073,4207608381,43980663
1920,12,003,1515738968,9686120
1921,12,029,1826212953,410630401
1922,27,021,5235592037,1016632998
1923,28,015,1627263554,16304135
1924,38,101,5213657405,111223368
1925,54,055,1085114764,4433724
1926,01,089,2076091216,28831382
1927,18,067,758866958,2386193
1928,18,097,1026784675,17006539
1929,18,109,1045932638,14482168
1930,51,003,1866007831,14230112
1931,23,011,2246734964,216795655
1932,54,013,723252961,3704011
1933,19,129,1132950332,8306493
1934,12,101,1933862570,315412854
1935,13,091,1284516931,18550206
1936,48,469,2284644914,17425944
1937,12,057,2646574869,631652995
1938,13,195,731225618,8461934
1939,13,199,1298162538,10832501
1940,32,001,12770128155,242405502
1941,06,063,6612400908,156387636
1942,31,021,1273201345,14186270
1943,55,019,3133097730,23243274
1944,55,001,1672240387,108332661
1945,30,011,8651796231,19503322
1946,20,157,1857998461,7951912
1947,31,051,1233120001,17111893
1948,21,109,894051377,3407439
1949,21,199,1705275220,48545981
1950,35,028,282827023,224479
1951,23,019,8798688537,413994273
1952,55,065,1640985346,2539100
1953,51,810,633832297,654683626
1954,72,147,131541395,552192819
1955,01,097,3184053031,1074031983
1956,55,039,1863666382,119854626
1957,72,103,133799719,53351779
1958,13,079,841521989,3988980
1959,54,011,727837363,18122713
1960,48,403,1273503789,219955687
1961,12,105,4654624281,552319387
1962,48,427,3168019238,15346371
1963,13,251,1672540369,26152057
1964,34,013,326557460,8638172
1965,06,055,1938114186,104300794
1966,55,051,1963699141,416924548
1967,22,121,498293887,29602241
1968,72,111,115558557,60210081
1969,72,117,37005460,103924383
1970,72,085,87748364,32509
1971,54,079,895302729,12226547
1972,55,137,1621742033,29104777
1973,54,081,1567869620,10331212
1974,19,141,1484154162,447448
1975,55,053,2556879426,34345942
1976,31,147,1429261306,7077613
1977,50,023,1779428779,21177320
1978,28,011,2270541560,75515374
1979,28,021,1262400019,35711134
1980,08,077,8621899288,31440501
1981,17,121,1482641176,9301714
1982,13,259,1188153055,12598484
1983,19,111,1340448548,55266733
1984,72,003,79923634,38025990
1985,20,163,2306454196,11962259
1986,72,011,101747426,14607648
1987,10,001,1517232133,550433497
1988,17,091,1752121058,12440760
1989,05,017,1668823389,120315321
1990,29,187,1170346887,7251151
1991,37,173,1366810458,32416167
1992,72,127,124029898,75277892
1993,48,077,2819870070,72508632
1994,46,091,2170724168,124586440
1995,08,001,3020592854,44447105
1996,01,081,1573548952,21492291
1997,17,125,1396795583,62748510
1998,06,041,1347976788,797029137
1999,13,037,726191502,8271470
2000,17,129,814394259,2640418
2001,08,039,4793643993,442147
2002,21,053,510875184,21153253
2003,16,003,3529648933,17359846
2004,05,073,1368278177,43469442
2005,08,081,12284943825,19803411
2006,51,187,555641045,8578481
2007,51,009,1227554630,12898695
2008,22,047,1602243610,88655983
2009,31,105,2465269087,1448446
2010,08,041,5508504028,7097457
2011,28,047,1485725579,1064606458
2012,72,071,143255842,94636933
2013,72,119,157008566,74876344
2014,15,001,10433637868,2739470031
2015,28,005,1890950867,3877823
2016,36,045,3285906470,1524628784
2017,08,085,5804023559,4923260
2018,27,171,1712292171,137609477
2019,13,293,837774875,10585407
2020,33,005,1830367249,57589032
2021,30,065,4840577748,7118682
2022,48,113,2258614866,94698972
2023,48,333,1937867068,4022957
2024,06,101,1560546527,15240593
2025,01,101,2033918497,37844005
2026,51,051,855860629,8082181
2027,37,011,640602132,445285
2028,19,043,2016295993,36695615
2029,22,045,1486894802,1182161751
2030,37,029,622448682,181112905
2031,54,059,1095926622,2177833
2032,54,061,932631310,14993106
2033,51,155,828377036,24877884
2034,51,171,1315897688,9738609
2035,72,123,179731084,115840728
2036,26,163,1585054265,157347279
2037,46,117,3741060735,188383658
2038,46,119,2607401993,164384696
2039,46,137,5079588993,24212302
2040,17,039,1029654716,19515948
2041,40,135,1743779418,105832795
2042,41,035,15391639803,503686590
2043,26,063,2165345386,3368948803
2044,28,149,1524252126,77794284
2045,05,089,1546109517,112285683
2046,30,043,4291254198,6605134
2047,48,475,2164201063,624206
2048,18,023,1049119215,461117
2049,28,083,1538645695,31868197
2050,13,291,834197336,18082752
2051,06,007,4238438186,105311003
2052,34,031,481767290,32057601
2053,30,077,6024421096,16247901
2054,40,013,2342666324,102129113
2055,28,097,1054074714,2352279
2056,34,003,602910975,35355101
2057,48,223,1987276095,65992861
2058,13,029,1133250591,43784915
2059,22,057,2767030478,1037517235
2060,72,131,182394908,2060665
2061,30,047,3860290985,423545836
2062,47,027,612626304,59071215
2063,17,071,981059027,42557504
2064,36,011,1791190506,445708165
2065,08,073,6676158679,22780363
2066,22,083,1439329200,22784622
2067,37,091,914689326,18737419
2068,16,069,2197139820,21252916
2069,39,089,1767505133,12752911
2070,13,227,601027920,1693769
2071,13,309,765314383,12377032
2072,46,095,3385957220,9219640
2073,46,102,5422402157,7126155
2074,27,135,4329471925,16913419
2075,37,099,1272183341,9754291
2076,01,025,3207494111,36657891
2077,01,131,2301075082,49057525
2078,42,059,1491700989,5253865
2079,56,015,5764311418,16969240
2080,26,047,1210868924,1073491049
2081,72,125,141145018,29360
2082,72,013,326179585,117205829
2083,26,115,1422800567,338220996
2084,60,020,57620993,464238047
2085,30,005,10948196443,29079275
2086,18,027,1112374406,19124393
2087,28,107,1774595247,51686997
2088,28,085,1518074192,5291052
2089,37,161,1464476249,4692788
2090,39,115,1078538292,13868572
2091,42,013,1361819110,3281614
2092,54,089,933906813,18501543
2093,17,041,1079156581,1448702
2094,55,087,1651321056,18205953
2095,22,109,3185236754,2207176067
2096,06,097,4081491107,497455304
2097,48,213,2263061592,193211786
2098,01,065,1667907112,32423361
2099,27,141,1121230376,46966084
2100,41,061,5275598331,4989942
2101,13,133,1004011853,48069851
2102,55,041,2626878508,83594186
2103,30,017,9798723680,25612454
2104,41,025,26248072891,241568256
2105,51,027,1302386948,2804418
2106,29,013,2167029200,38034974
2107,13,261,1250630094,25227638
2108,36,115,2152713608,38126958
2109,36,017,2314393899,13046917
2110,48,471,2031124895,44747190
2111,22,103,2191719306,645815961
2112,28,063,1346620559,18988092
2113,02,110,7002973758,1426663852
2114,05,123,1644132566,20028723
2115,02,013,18091255385,20800268276
2116,48,141,2624139561,5451095
2117,01,067,1454926621,16986823
2118,20,099,1671560462,20006432
2119,51,069,1070101640,5935153
2120,55,079,625440563,2455383635
2121,55,083,2583464883,392038136
2122,02,060,1248324005,949768219
2123,02,150,17133720200,14166823224
2124,55,125,2221453269,414420619
2125,55,129,2064513839,145565940
2126,44,007,1060563722,67858981
2127,39,129,1298196084,13769343
2128,55,021,1982753988,78837244
2129,32,013,24969533292,44196978
2130,26,069,1422175727,3473066854
2131,26,031,1852551605,440619495
2132,30,099,5883425283,52657847
2133,21,079,595952609,9958002
2134,48,161,2273311881,36936952
2135,13,009,670027544,24802965
2136,37,169,1162940014,17584343
2137,51,007,920143514,8424053
2138,05,135,1565460775,5201390
2139,16,019,4832871623,88856338
2140,28,033,1233660370,53520357
2141,46,129,1835374266,93215243
2142,28,037,1460658783,7250805
2143,56,013,23785388824,212768588
2144,21,167,645065866,10998435
2145,48,155,1824378631,8514741
2146,12,133,1514305159,81008994
2147,12,065,1549012956,99610823
2148,37,023,1311146878,20719896
2149,48,261,3777375654,1262209502
2150,53,013,2249624728,12561762
2151,13,043,629520691,15018337
2152,39,131,1140324463,9567611
2153,48,053,2575134223,69922923
2154,12,079,1804001485,49634046
2155,13,125,372299246,1832723
2156,40,115,1219467497,35708905
2157,13,169,1020296440,3827967
2158,13,209,624563060,9191488
2159,13,135,1115127417,16080075
2160,12,047,1330689567,13659798
2161,13,185,1287622180,34761960
2162,13,157,879731646,8891394
2163,22,029,1805172278,130329989
2164,29,015,1823460488,125582980
2165,25,021,1025886743,124979344
2166,12,075,2896211042,762907881
2167,06,033,3254364315,188836455
2168,55,037,1264232458,24111636
2169,51,005,1156608816,8170515
2170,45,029,2736271100,198925595
2171,30,107,3684208403,13010925
2172,55,067,2255098381,44277393
2173,47,095,429381244,72799687
2174,40,037,2460926010,50908760
2175,01,037,1685850815,39987271
2176,12,061,1302203812,295578903
2177,05,131,1377601669,39693806
2178,13,161,857073381,11603478
2179,12,043,2089129695,466706483
2180,13,181,544884788,121513274
2181,39,011,1039605845,1339586
2182,28,049,2252697076,19450105
2183,13,129,921598697,5729802
2184,21,123,677418613,5393926
2185,16,043,4827633119,83440653
2186,30,109,2301488710,1756846
2187,15,005,31057603,105764468
2188,37,149,615606312,1964035
2189,29,143,1747868662,56238249
2190,32,017,27540342238,9802713
2191,20,175,1656693358,1961444
2192,42,119,818323459,4639336
2193,48,245,2269793029,611960874
2194,39,053,1208308869,12084299
2195,31,173,1019377261,6458662
2196,29,163,1736428535,36976721
2197,42,029,1943848979,22559478
2198,29,133,1065995424,44494841
2199,29,031,1498398269,20174864
2200,30,041,7508815833,44701997
2201,31,157,1915079306,15397684
2202,27,055,1429786025,43494665
2203,35,033,4988962798,6093304
2204,20,203,1861078197,61987
2205,39,021,1111090193,2173112
2206,34,037,1343479727,43307978
2207,51,095,368724589,95245989
2208,06,015,2606117983,578742642
2209,21,125,1124022105,25137944
2210,25,017,2118197013,75365459
2211,27,049,1960290907,60947204
2212,06,067,2500490904,74894369
2213,54,063,1224426755,2297599
2214,28,039,1239817242,12838126
2215,53,041,6223151022,86954132
2216,13,089,693405943,8955544
2217,22,079,3419675966,106999763
2218,28,007,1903529294,4425860
2219,05,115,2104417474,47279652
2220,06,115,1636913845,31057995
2221,08,013,1881290197,36512644
2222,08,065,976215870,18111565
2223,13,219,477412565,5295410
2224,22,067,2058860091,28888919
2225,29,157,1228574133,25394865
2226,36,119,1115165961,179810252
2227,16,007,2527123157,191364280
2228,54,035,1202683279,18830744
2229,38,053,7149616265,260133825
2230,19,139,1132977163,30262371
2231,20,177,1408986296,30347279
2232,46,101,1345196857,3679400
2233,04,001,29001320728,54152352
2234,37,139,587616451,161745166
2235,51,199,270917800,285551180
2236,22,051,765751903,897114985
2237,48,097,2265746282,61362926
2238,48,103,2033319700,1695980
2239,21,105,627487974,27882017
2240,21,107,1403944002,31984819
2241,17,023,1298695036,8796711
2242,29,019,1775561240,14241353
2243,19,057,1077770365,35342781
2244,33,003,2413511276,159624443
2245,26,033,4036515588,2952489037
2246,22,105,2049488101,136678798
2247,29,179,2093946391,15373678
2248,12,053,1224485109,301068594
2249,06,031,3600883824,3162664
2250,06,045,9081426659,962946207
2251,55,011,1750286266,87554072
2252,51,700,179016537,130929668
2253,29,065,1949641179,4518782
2254,40,065,2078855906,4114418
2255,29,223,1966277689,38539034
2256,26,043,1970845136,40505948
2257,40,085,1331240595,47493020
2258,05,121,1689251367,9889906
2259,05,005,1435438304,84171718
2260,47,007,1052635795,838360
2261,47,009,1447329095,20166379
2262,12,109,1555841585,571923268
2263,41,063,8147835370,14191752
2264,05,049,1601111507,5526928
2265,16,061,1240141958,2340247
2266,21,031,1103571974,13943044
2267,37,111,1139477527,13976882
2268,40,153,3217798484,9693376
2269,31,041,6670757262,932956
2270,08,027,1913031959,3364150
2271,40,137,2253930694,54690957
2272,38,033,2593894326,4147469
2273,41,005,4845034547,31873103
2274,55,115,2313441606,41883197
2275,30,097,4805735232,17537143
2276,31,049,1139208972,2230956
2277,28,055,1069782903,73507441
2278,32,021,9719815194,155746679
2279,34,005,2070244951,54026208
2280,51,195,1044903123,5257730
2281,48,477,1564829004,45497797
2282,48,287,1629205077,13106451
2283,51,031,1303300940,8894442
2284,48,185,2039530033,36607095
2285,48,153,2569637284,983737
2286,51,057,665884530,74795130
2287,21,087,740863524,7102449
2288,13,087,1546667777,67329701
2289,18,177,1040513140,6728106
2290,09,001,1618651428,549293518
2291,41,019,13042266635,252033429
2292,54,057,849172613,3503402
2293,04,023,3203613240,3088046
2294,02,282,19744199346,3986129001
2295,05,069,2253242466,113431088
2296,27,077,3361462402,1247519337
2297,40,099,1078284001,22705902
2298,12,087,2546027976,7133356544
2299,22,023,3327796107,1688162100
2300,40,055,1655842990,11157423
2301,69,110,118890993,532767365
2302,36,089,6939274584,367900953
2303,08,015,2624715692,3999975
2304,29,093,1425178292,4661907
2305,48,389,6825534331,17396672
2306,29,203,2599884454,464012
2307,29,185,1748193274,70137864
2308,01,121,1908256939,60926366
2309,47,013,1243615770,46494677
2310,12,067,1407329178,11745117
2311,05,111,1964149128,13520123
2312,13,007,885665383,18598654
2313,48,395,2214719307,26358041
2314,40,061,1493196083,126252970
2315,21,153,798866699,1847045
2316,49,011,774500758,870693255
2317,26,083,1398883257,14053673397
2318,21,161,621924068,16281864
2319,26,085,1470021792,17522522
2320,37,085,1541110995,16367252
2321,53,021,3215718499,60508752
2322,08,109,8206547694,4454510
2323,48,277,2349588921,67136454
2324,01,071,2791974056,126334709
2325,02,170,64008421559,1456871464
2326,08,043,3970664370,2235543
2327,30,063,6715862288,64586614
2328,08,047,388228994,942056
2329,05,079,1454438338,27514923
2330,31,039,1477652222,10690952
2331,48,061,2307806796,998119379
2332,51,079,403865093,1680243
2333,40,089,4793134961,133993745
2334,54,069,274098954,8274294
2335,51,071,925205279,11234370
2336,20,123,1817632933,44979980
2337,29,101,2147770686,10185875
2338,51,019,1968605129,42118518
2339,51,650,133141155,219759022
2340,36,053,1696091557,16670528
2341,72,135,69972572,1405466
2342,78,030,81108425,717921377
2343,22,009,2154960192,87260913
2344,09,009,1565688367,667081242
2345,17,033,1148953805,5718140
2346,36,065,3139921993,117340435
2347,29,213,1637791188,49948472
2348,48,315,986485103,102144713
2349,37,113,1335356542,10592237
2350,05,015,1631600824,22431173
2351,22,115,3439290588,35139147
2352,51,740,86248207,34658279
2353,37,075,756186161,25060633
2354,34,009,651402591,955184422
2355,51,021,926311269,2547184
2356,55,023,1477970887,73976438
2357,08,035,2176237637,6797058
2358,06,051,7896838487,214695672
2359,08,021,3334445557,9213371
2360,08,083,5255937129,27261089
2361,28,073,1286381287,8599922
2362,22,075,2021066101,4628005706
2363,28,075,1822458570,29780252
2364,48,407,1474332260,151949235
2365,66,010,543555840,934337453
2366,27,115,3655220987,60262764
2367,28,151,1877059426,94506019
2368,30,083,5398431221,49002392
2369,01,049,2012676479,4121543
2370,55,097,2074264258,56827212
2371,13,301,736483607,6034478
2372,13,115,1320434486,22384089
2373,18,083,1336511196,20758105
2374,29,165,1087240593,17001235
2375,13,213,892235150,5719645
2376,13,295,1156145261,1672676
2377,16,031,6644895771,39160677
2378,17,119,1854559319,63450780
2379,17,097,1149803084,2394144252
2380,47,123,1646462896,43728871
2381,13,201,731471786,3211332
2382,20,117,2331441887,12734901
2383,26,095,2328593563,2624711552
2384,37,143,640099675,211829497
2385,29,045,1306924729,18695976
2386,37,039,1179834154,28824944
2387,35,021,5504963126,1162620
2388,42,123,2289908286,37358226
2389,05,061,1524380365,17475611
2390,18,039,1199603932,12434164
2391,45,035,1472651450,6707389
2392,47,135,1074185950,21034746
2393,27,169,1621638202,40051923
2394,12,055,2634768891,231625544
2395,17,003,609996948,44237171
2396,20,035,2915648163,17322935
2397,42,133,2341882851,16941832
2398,37,077,1377850153,14503652
2399,05,081,1378511384,84225311
2400,05,083,1834027338,60685578
2401,37,097,1487149246,60191446
2402,20,003,1501277564,10586104
2403,26,145,2073196027,40145325
2404,29,081,1871309892,10070644
2405,29,197,795916404,2216011
2406,54,085,1170648846,4424611
2407,30,019,3693365371,1021697
2408,30,055,6843332007,103024638
2409,18,003,1702451607,7002354
2410,13,073,751293212,45394052
2411,49,017,13403572581,85610783
2412,35,051,10829248375,147676270
2413,05,057,1884268205,35372110
2414,12,007,761362115,16905201
2415,47,181,1901333913,4023436
2416,30,091,4340311869,75071722
2417,53,061,5404058573,282912328
2418,13,057,1090599861,34468397
2419,27,097,2913980720,73275534
2420,21,169,750182263,3996041
2421,37,017,2265887723,33010866
2422,72,075,156117101,121328720
2423,30,003,12944269184,47406501
2424,48,419,2060566173,101081674
2425,01,035,2202007854,6632046
2426,01,105,1863900621,10937769
2427,05,095,1572480981,36694911
2428,54,039,2335215681,24056472
2429,72,031,117509053,38727784
2430,72,033,12629291,5619250
2431,72,037,75201648,336178484
2432,72,043,202052322,38061
2433,72,049,30115055,407158805
2434,28,031,1071784943,2880713
2435,31,063,2524283235,14110075
2436,31,065,1862542302,3915843
2437,13,121,1364248547,19674940
2438,50,025,2034453051,32925199
2439,40,029,1338200709,12079761
2440,46,043,1118358766,4832944
2441,51,770,110121235,861515
2442,48,385,1810812871,2346260
2443,48,211,2347270019,15205586
2444,51,015,2504708478,9537636
2445,54,041,1002141357,7038763
2446,54,031,1508194692,5617193
2447,54,033,1077454931,1320319
2448,13,273,869559691,5087422
2449,37,127,1399739813,6177826
2450,37,065,1309065764,3714307
2451,39,149,1055927006,7802978
2452,40,049,2077333869,30110592
2453,40,119,1773393751,31771426
2454,42,037,1251240747,18266224
2455,42,099,1428244417,10589676
2456,47,011,851489146,6959141
2457,45,025,2069282668,17251306
2458,56,023,10555073745,49947393
2459,19,031,1500798762,6385832
2460,27,129,2545744686,10851893
2461,51,137,883475384,6501371
2462,21,001,1049691028,18403549
2463,09,015,1328478475,21477921
2464,48,393,2393298464,346846
2465,20,127,1800929257,19545268
2466,33,011,2270232096,41279762
2467,36,063,1352887109,1598842825
2468,48,105,7270935062,53329
2469,51,036,473494109,55492134
2470,17,185,578264185,10973558
2471,20,151,1903740948,1771939
2472,37,079,690851081,1217389
2473,05,041,1989461629,133085432
2474,12,035,1256519758,221918898
2475,12,045,1433354005,494697662
2476,17,077,1512739198,47416092
2477,13,207,1025872449,5643844
2478,13,303,1757341882,15131101
2479,18,081,829945889,3488818
2480,19,161,1489300198,8569439
2481,19,009,1147264555,1152260
2482,18,143,493126045,6088999
2483,21,073,538305649,10792955
2484,21,021,467103890,6450693
2485,18,121,1151800955,13676517
2486,08,059,1979501357,25326322
2487,35,049,4947127762,3376512
2488,29,111,1308052630,14901559
2489,12,071,2025413418,1114617195
2490,16,009,2012242920,18803193
2491,19,183,1473215987,5381583
2492,05,125,1873977181,17979686
2493,39,007,1818360016,1724498212
2494,05,001,2560886962,116504001
2495,12,089,1680074654,200051078
2496,21,111,985970624,44026310
2497,26,061,2613558380,1275354761
2498,29,131,1534831729,19140601
2499,16,015,4919826454,19104286
2500,20,191,3060429574,8589030
2501,49,005,3016638905,21097697
2502,56,003,8124681754,55228616
2503,51,011,865622497,3219010
2504,30,037,3041740575,2621792
2505,55,089,603510821,2287418991
2506,21,117,415125907,10401841
2507,23,005,2164439627,988772308
2508,26,001,1747349262,2890404970
2509,30,051,3703639186,44411469
2510,37,179,1638654587,18015880
2511,40,041,1911751868,140300719
2512,55,017,2611628466,85233306
2513,18,069,991057047,13133344
2514,54,027,1658615872,10920938
2515,05,145,2680852090,18293048
2516,17,203,1366946108,38461366
2517,20,045,1180402407,48900755
2518,28,131,1153800123,6712351
2519,21,171,853220811,6801898
2520,26,009,1231999038,326540410
2521,05,107,1801669159,82139043
2522,26,017,1145397300,488150978
2523,31,073,1186616237,11831826
2524,30,021,6143238450,29905887
2525,48,177,2762704863,8204087
2526,47,147,1233648261,457701
2527,28,065,1057871312,1791496
2528,21,007,639387454,69473325
2529,40,051,2850308180,11368607
2530,69,120,108237607,632893009
2531,72,059,109480385,56911386
2532,54,073,337007574,11468022
2533,22,071,438820361,467278772
2534,53,015,2954137364,66903698
2535,51,161,648905646,1762430
2536,19,115,1040584000,40784330
2537,37,189,809160417,2332259
2538,37,199,809610027,1524561
2539,18,025,791534791,8041751
2540,28,087,1309092512,28545194
2541,22,101,1438949691,1460341276
2542,20,071,2016057904,0
2543,17,045,1614558743,1583699
2544,06,023,9241527430,1253763757
2545,48,203,2330874187,40916169
2546,36,107,1343194501,11058002
2547,13,221,1137166381,7707062
2548,28,137,1048332506,16090912
2549,40,113,5818542002,148734983
2550,47,087,799368962,28196490
2551,48,217,2483423943,69547481
2552,37,101,2049281828,11563288
2553,26,005,2137385001,2610813756
2554,04,003,15966170808,137020196
2555,12,063,2378066187,94242663
2556,18,173,996664710,16155579
2557,54,005,1298967363,4305986
2558,49,019,9512361710,31552275
2559,32,015,14219341092,76104322
2560,49,035,1921943668,164903351
2561,28,001,1197464274,65273639
2562,13,269,975612271,7802362
2563,18,015,964054632,7239102
2564,26,161,1828460768,42602260
2565,29,085,1032907420,33455658
2566,36,057,1044066971,18599188
2567,42,109,851544552,7157945
2568,37,147,1689620097,8247844
2569,29,183,1451634961,83330527
2570,17,043,848808625,22435476
2571,16,039,7964417369,68330393
2572,31,019,2507679138,18593313
2573,38,069,2637787560,165445739
2574,49,045,17979556881,891073715
2575,72,143,71816285,25307600
2576,01,053,2448115119,20504948
2577,47,059,1611409743,5099752
2578,47,101,730614735,1024940
2579,54,025,2641303496,12164253
2580,72,081,159155307,485277
2581,42,097,1186219239,50572288
2582,40,003,2244107619,38546676
2583,01,077,1730146083,133608930
2584,13,239,391703077,24158295
2585,21,037,391966313,20930417
2586,26,159,1574182109,1248655439
2587,28,147,1046169273,1236552
2588,31,027,1917219989,14513816
2589,01,017,1545085607,16971701
2590,55,013,2127826487,151944426
2591,60,010,65124859,349724678
2592,21,045,1150572365,3891526
2593,40,025,4752113916,15923999
2594,05,091,1620628512,30875055
2595,09,003,1903543897,40543777
2596,18,075,994310098,458556
2597,20,089,2356813568,11367163
2598,25,019,119489563,666974178
2599,05,013,1627975429,9926146
2600,13,097,518246643,2531970
2601,36,007,1828055107,25117478
2602,40,019,2129435455,30005660
2603,48,339,2700380211,88754575
2604,42,125,2219590657,10147675
2605,10,005,2424543661,674175861
2606,42,049,2069618350,1966181937
2607,30,061,3158799744,9897207
2608,06,083,7083976828,2729838280
2609,13,055,811512396,570806
2610,19,163,1186437868,26222175
2611,21,077,254700877,16517492
2612,42,073,927682843,11745501
2613,54,077,1680419589,6668879
2614,17,061,1406415355,8423898
2615,33,019,1392231688,37791729
2616,46,127,1193316452,16540918
2617,48,025,2279809496,246409
2618,46,077,2155483593,81655090
2619,12,085,1408397026,542185816
2620,48,355,2171227881,847257833
2621,34,039,266160325,7056624
2622,48,199,2306610690,18039522
2623,05,075,1521880769,12286149
2624,29,217,2140343870,27020859
2625,56,019,10759204078,52952166
2626,45,071,1631796861,44657976
2627,49,055,6374011501,15049641
2628,17,085,1556339128,45776829
2629,48,373,2737732841,136271618
2630,20,207,1289344336,19254559
2631,06,025,10817292933,790212281
2632,37,055,992549370,3000522458
2633,24,033,1250061702,41918282
2634,35,029,7679944776,433660
2635,36,101,3601504766,35055664
2636,48,379,594280569,76080003
2637,24,041,695563206,539361871
2638,26,055,1202632771,354763527
2639,40,027,1395724193,49713143
2640,47,151,1378652161,2418741
2641,19,165,1530110546,1486125
2642,24,047,1212861863,586815923
2643,37,053,678415818,685023988
2644,47,145,934286859,88698614
2645,53,069,680956809,61588406
2646,78,010,215914992,645644844
2647,29,171,1339843851,5943334
2648,13,107,1762672231,24896323
2649,19,055,1496189231,3189565
2650,31,153,616811568,24272921
2651,49,023,8784407493,36542088
2652,51,197,1196372570,7310342
2653,48,301,1732230057,19981167
2654,37,121,573040382,1627993
2655,45,043,2107953074,573090683
2656,51,119,337554148,208310589
2657,01,085,1854201378,23721835
2658,37,059,682967798,7399101
2659,27,011,1292859684,74958397
2660,27,013,1936734380,46116969
2661,20,037,1527498199,13574680
2662,47,165,1371149049,35775803
2663,45,021,1018732778,11714267
2664,30,071,13313777229,185493126
2665,36,005,108908944,39688554
2666,12,093,1991328272,318722514
2667,46,075,2511438723,3147179
2668,28,095,1981570180,18148673
2669,37,095,1585935371,2192960963
2670,47,049,1291397315,829331
2671,06,073,10900649391,820695499
2672,17,157,1490060417,56152454
2673,24,009,552162128,341577085
2674,28,093,1829011194,9173803
2675,21,043,1060587166,6788532
2676,54,087,1252422375,404682
2677,22,081,1007742988,34323733
2678,49,029,1577739393,4437369
2679,12,021,5170431469,799432008
2680,19,191,1786666639,745729
2681,24,510,209649200,28760489
2682,42,127,1879248516,64833220
2683,51,075,726830014,21963167
2684,56,021,6956354965,4348083
2685,31,003,2220231685,3510581
2686,29,009,2015668636,32954458
2687,45,061,1062372377,2715077
2688,37,013,2154800548,338964099
2689,39,087,1174224668,10110039
2690,31,145,1857036462,2591016
2691,46,027,1067154415,13955948
2692,48,387,2703626782,33305606
2693,06,029,21062456129,78764641
2694,51,153,869562682,30888500
2695,08,019,1023561805,3274882
