State,Area_name,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Median_Household_Income_2019
NC,"Warren County, NC","6,619","6,253",366,5.5,"37,027"
NC,"Washington County, NC","4,501","4,249",252,5.6,"40,157"
NC,"Watauga County, NC","29,702","28,698","1,004",3.4,"51,630"
NC,"Wayne County, NC","52,278","50,186","2,092",4,"45,634"
NC,"Wilkes County, NC","29,566","28,413","1,153",3.9,"45,250"
NC,"Wilson County, NC","35,235","33,267","1,968",5.6,"42,414"
NC,"Yadkin County, NC","17,853","17,256",597,3.3,"50,929"
NC,"Yancey County, NC","8,500","8,191",309,3.6,"47,664"
ND,"Adams County, ND","1,047","1,025",22,2.1,"55,880"
ND,"Barnes County, ND","5,197","5,042",155,3,"60,689"
ND,"Benson County, ND","2,295","2,201",94,4.1,"45,709"
ND,"Billings County, ND",440,429,11,2.5,"69,528"
ND,"Bottineau County, ND","2,964","2,868",96,3.2,"62,904"
ND,"Bowman County, ND","1,717","1,689",28,1.6,"65,411"
ND,"Burke County, ND","1,068","1,044",24,2.2,"67,545"
ND,"Burleigh County, ND","49,895","48,718","1,177",2.4,"73,565"
ND,"Cass County, ND","103,932","101,865","2,067",2,"63,977"
ND,"Cavalier County, ND","1,893","1,842",51,2.7,"63,484"
ND,"Dickey County, ND","2,312","2,269",43,1.9,"57,490"
ND,"Divide County, ND","1,458","1,438",20,1.4,"61,506"
ND,"Dunn County, ND","3,229","3,178",51,1.6,"75,723"
ND,"Eddy County, ND","1,223","1,170",53,4.3,"54,465"
ND,"Emmons County, ND","1,438","1,380",58,4,"53,073"
ND,"Foster County, ND","1,518","1,477",41,2.7,"54,917"
ND,"Golden Valley County, ND",841,826,15,1.8,"58,370"
ND,"Grand Forks County, ND","37,531","36,773",758,2,"57,388"
ND,"Grant County, ND","1,183","1,157",26,2.2,"41,841"
ND,"Griggs County, ND","1,028","1,003",25,2.4,"56,527"
ND,"Hettinger County, ND","1,383","1,357",26,1.9,"54,600"
ND,"Kidder County, ND","1,270","1,220",50,3.9,"50,570"
ND,"LaMoure County, ND","2,062","2,020",42,2,"56,059"
ND,"Logan County, ND",862,843,19,2.2,"51,496"
ND,"McHenry County, ND","3,071","2,966",105,3.4,"59,661"
ND,"McIntosh County, ND","1,107","1,074",33,3,"47,349"
ND,"McKenzie County, ND","10,468","10,302",166,1.6,"86,890"
ND,"McLean County, ND","4,721","4,575",146,3.1,"67,453"
ND,"Mercer County, ND","3,639","3,491",148,4.1,"83,341"
ND,"Morton County, ND","16,496","16,019",477,2.9,"68,051"
ND,"Mountrail County, ND","7,423","7,322",101,1.4,"69,040"
ND,"Nelson County, ND","1,389","1,347",42,3,"56,098"
ND,"Oliver County, ND",873,841,32,3.7,"72,919"
ND,"Pembina County, ND","3,335","3,223",112,3.4,"59,970"
ND,"Pierce County, ND","1,719","1,665",54,3.1,"56,753"
ND,"Ramsey County, ND","5,658","5,496",162,2.9,"60,710"
ND,"Ransom County, ND","2,823","2,775",48,1.7,"66,422"
ND,"Renville County, ND","1,211","1,182",29,2.4,"84,986"
ND,"Richland County, ND","8,654","8,455",199,2.3,"62,837"
ND,"Rolette County, ND","4,622","4,249",373,8.1,"45,296"
ND,"Sargent County, ND","2,686","2,639",47,1.7,"67,551"
ND,"Sheridan County, ND",674,645,29,4.3,"58,725"
ND,"Sioux County, ND","1,210","1,164",46,3.8,"37,133"
ND,"Slope County, ND",393,384,9,2.3,"52,695"
ND,"Stark County, ND","18,791","18,417",374,2,"68,759"
ND,"Steele County, ND",984,964,20,2,"67,661"
ND,"Stutsman County, ND","10,396","10,163",233,2.2,"60,297"
ND,"Towner County, ND","1,145","1,114",31,2.7,"53,024"
ND,"Traill County, ND","4,414","4,300",114,2.6,"69,443"
ND,"Walsh County, ND","5,173","5,007",166,3.2,"59,153"
ND,"Ward County, ND","31,929","31,155",774,2.4,"68,634"
ND,"Wells County, ND","1,894","1,837",57,3,"56,167"
ND,"Williams County, ND","24,800","24,354",446,1.8,"84,606"
OH,"Adams County, OH","10,853","10,107",746,6.9,"43,145"
OH,"Allen County, OH","48,099","46,140","1,959",4.1,"58,271"
OH,"Ashland County, OH","26,936","25,809","1,127",4.2,"52,554"
OH,"Ashtabula County, OH","44,731","42,575","2,156",4.8,"47,388"
OH,"Athens County, OH","28,013","26,528","1,485",5.3,"43,621"
OH,"Auglaize County, OH","25,073","24,313",760,3,"64,227"
OH,"Belmont County, OH","30,124","28,417","1,707",5.7,"50,166"
OH,"Brown County, OH","19,619","18,633",986,5,"58,441"
OH,"Butler County, OH","196,475","188,984","7,491",3.8,"68,611"
OH,"Carroll County, OH","12,980","12,331",649,5,"56,999"
OH,"Champaign County, OH","20,160","19,406",754,3.7,"62,077"
OH,"Clark County, OH","63,632","60,867","2,765",4.3,"50,832"
OH,"Clermont County, OH","107,879","103,812","4,067",3.8,"68,724"
OH,"Clinton County, OH","17,785","16,941",844,4.7,"52,870"
OH,"Columbiana County, OH","47,652","45,336","2,316",4.9,"52,693"
OH,"Coshocton County, OH","14,452","13,598",854,5.9,"49,679"
OH,"Crawford County, OH","18,350","17,486",864,4.7,"49,484"
OH,"Cuyahoga County, OH","617,183","590,862","26,321",4.3,"52,503"
OH,"Darke County, OH","25,921","24,962",959,3.7,"56,824"
OH,"Defiance County, OH","18,139","17,362",777,4.3,"60,918"
OH,"Delaware County, OH","112,702","109,119","3,583",3.2,"110,252"
OH,"Erie County, OH","37,543","35,677","1,866",5,"60,790"
OH,"Fairfield County, OH","78,926","75,955","2,971",3.8,"71,782"
OH,"Fayette County, OH","13,949","13,403",546,3.9,"51,023"
OH,"Franklin County, OH","701,103","676,089","25,014",3.6,"64,648"
OH,"Fulton County, OH","22,564","21,623",941,4.2,"64,334"
OH,"Gallia County, OH","12,288","11,619",669,5.4,"48,094"
OH,"Geauga County, OH","49,637","47,875","1,762",3.5,"79,865"
OH,"Greene County, OH","84,010","80,834","3,176",3.8,"69,709"
OH,"Guernsey County, OH","18,711","17,680","1,031",5.5,"48,283"
OH,"Hamilton County, OH","418,668","402,626","16,042",3.8,"60,251"
OH,"Hancock County, OH","42,122","40,776","1,346",3.2,"62,720"
OH,"Hardin County, OH","13,977","13,388",589,4.2,"51,155"
OH,"Harrison County, OH","6,859","6,496",363,5.3,"50,137"
OH,"Henry County, OH","13,244","12,625",619,4.7,"61,351"
OH,"Highland County, OH","17,167","16,269",898,5.2,"47,126"
OH,"Hocking County, OH","13,035","12,427",608,4.7,"51,016"
OH,"Holmes County, OH","20,944","20,309",635,3,"62,596"
OH,"Huron County, OH","28,136","26,505","1,631",5.8,"56,704"
OH,"Jackson County, OH","12,821","12,021",800,6.2,"50,671"
OH,"Jefferson County, OH","27,967","26,324","1,643",5.9,"47,652"
OH,"Knox County, OH","31,743","30,473","1,270",4,"59,957"
OH,"Lake County, OH","127,950","123,124","4,826",3.8,"65,040"
OH,"Lawrence County, OH","23,974","22,728","1,246",5.2,"46,433"
OH,"Licking County, OH","91,103","87,674","3,429",3.8,"66,321"
OH,"Logan County, OH","22,966","22,122",844,3.7,"60,624"
OH,"Lorain County, OH","156,117","149,305","6,812",4.4,"59,201"
OH,"Lucas County, OH","211,263","201,347","9,916",4.7,"49,924"
OH,"Madison County, OH","20,961","20,231",730,3.5,"65,696"
OH,"Mahoning County, OH","103,802","97,807","5,995",5.8,"48,018"
OH,"Marion County, OH","28,664","27,497","1,167",4.1,"51,479"
OH,"Medina County, OH","99,285","95,823","3,462",3.5,"78,540"
OH,"Meigs County, OH","9,171","8,534",637,6.9,"43,754"
OH,"Mercer County, OH","23,556","22,937",619,2.6,"67,075"
OH,"Miami County, OH","54,699","52,665","2,034",3.7,"63,524"
OH,"Monroe County, OH","5,374","4,927",447,8.3,"48,231"
OH,"Montgomery County, OH","253,146","242,410","10,736",4.2,"54,704"
OH,"Morgan County, OH","6,764","6,324",440,6.5,"46,883"
OH,"Morrow County, OH","16,924","16,219",705,4.2,"59,498"
OH,"Muskingum County, OH","39,908","37,939","1,969",4.9,"52,105"
OH,"Noble County, OH","4,745","4,414",331,7,"50,788"
OH,"Ottawa County, OH","21,142","19,932","1,210",5.7,"63,352"
OH,"Paulding County, OH","8,676","8,341",335,3.9,"58,100"
OH,"Perry County, OH","15,963","15,124",839,5.3,"51,875"
OH,"Pickaway County, OH","26,634","25,559","1,075",4,"63,931"
OH,"Pike County, OH","10,858","10,181",677,6.2,"46,255"
OH,"Portage County, OH","87,755","84,014","3,741",4.3,"57,439"
OH,"Preble County, OH","21,268","20,462",806,3.8,"62,128"
OH,"Putnam County, OH","18,925","18,334",591,3.1,"73,454"
OH,"Richland County, OH","52,656","50,255","2,401",4.6,"51,883"
OH,"Ross County, OH","35,478","33,975","1,503",4.2,"54,728"
OH,"Sandusky County, OH","30,740","29,407","1,333",4.3,"58,415"
OH,"Scioto County, OH","29,088","27,253","1,835",6.3,"45,410"
OH,"Seneca County, OH","27,575","26,425","1,150",4.2,"55,664"
OH,"Shelby County, OH","24,303","23,437",866,3.6,"64,304"
OH,"Stark County, OH","186,709","178,207","8,502",4.6,"55,623"
OH,"Summit County, OH","274,027","262,228","11,799",4.3,"57,753"
OH,"Trumbull County, OH","87,430","82,037","5,393",6.2,"47,966"
OH,"Tuscarawas County, OH","45,142","43,180","1,962",4.3,"54,150"
OH,"Union County, OH","29,554","28,596",958,3.2,"91,597"
OH,"Van Wert County, OH","15,095","14,600",495,3.3,"55,361"
OH,"Vinton County, OH","5,600","5,282",318,5.7,"46,301"
OH,"Warren County, OH","121,033","116,749","4,284",3.5,"91,645"
OH,"Washington County, OH","27,573","26,083","1,490",5.4,"52,565"
OH,"Wayne County, OH","62,425","60,382","2,043",3.3,"58,747"
OH,"Williams County, OH","19,134","18,494",640,3.3,"54,239"
OH,"Wood County, OH","71,829","69,182","2,647",3.7,"64,723"
OH,"Wyandot County, OH","13,105","12,693",412,3.1,"61,733"
OK,"Adair County, OK","8,094","7,779",315,3.9,"39,589"
OK,"Alfalfa County, OK","2,795","2,742",53,1.9,"57,497"
OK,"Atoka County, OK","4,910","4,709",201,4.1,"41,872"
OK,"Beaver County, OK","2,869","2,814",55,1.9,"55,397"
OK,"Beckham County, OK","10,470","10,158",312,3,"50,512"
OK,"Blaine County, OK","4,734","4,645",89,1.9,"50,574"
OK,"Bryan County, OK","21,427","20,810",617,2.9,"44,074"
OK,"Caddo County, OK","11,806","11,410",396,3.4,"45,755"
OK,"Canadian County, OK","75,859","73,828","2,031",2.7,"75,111"
OK,"Carter County, OK","21,466","20,770",696,3.2,"51,895"
OK,"Cherokee County, OK","18,773","18,069",704,3.8,"45,544"
OK,"Choctaw County, OK","5,423","5,175",248,4.6,"37,131"
OK,"Cimarron County, OK","1,326","1,304",22,1.7,"47,602"
OK,"Cleveland County, OK","143,335","139,496","3,839",2.7,"64,706"
OK,"Coal County, OK","2,453","2,362",91,3.7,"41,273"
OK,"Comanche County, OK","48,109","46,451","1,658",3.4,"51,184"
OK,"Cotton County, OK","2,659","2,579",80,3,"46,450"
OK,"Craig County, OK","5,916","5,718",198,3.3,"42,978"
OK,"Creek County, OK","31,530","30,426","1,104",3.5,"54,737"
OK,"Custer County, OK","15,608","15,234",374,2.4,"51,803"
OK,"Delaware County, OK","18,113","17,465",648,3.6,"44,602"
OK,"Dewey County, OK","2,895","2,837",58,2,"56,316"
OK,"Ellis County, OK","2,135","2,085",50,2.3,"54,013"
OK,"Garfield County, OK","27,068","26,300",768,2.8,"58,381"
OK,"Garvin County, OK","12,576","12,201",375,3,"46,786"
OK,"Grady County, OK","26,490","25,716",774,2.9,"63,647"
OK,"Grant County, OK","2,660","2,607",53,2,"60,303"
OK,"Greer County, OK","1,824","1,751",73,4,"38,641"
OK,"Harmon County, OK","1,178","1,146",32,2.7,"37,988"
OK,"Harper County, OK","1,728","1,681",47,2.7,"40,265"
OK,"Haskell County, OK","4,226","4,016",210,5,"41,643"
OK,"Hughes County, OK","5,321","5,077",244,4.6,"37,631"
OK,"Jackson County, OK","10,644","10,352",292,2.7,"48,430"
OK,"Jefferson County, OK","2,491","2,415",76,3.1,"39,785"
OK,"Johnston County, OK","3,754","3,601",153,4.1,"41,805"
OK,"Kay County, OK","18,268","17,536",732,4,"48,522"
OK,"Kingfisher County, OK","9,094","8,918",176,1.9,"68,839"
OK,"Kiowa County, OK","3,430","3,308",122,3.6,"39,788"
OK,"Latimer County, OK","3,118","2,933",185,5.9,"42,014"
OK,"Le Flore County, OK","18,996","18,156",840,4.4,"42,378"
OK,"Lincoln County, OK","15,685","15,159",526,3.4,"51,012"
OK,"Logan County, OK","22,315","21,709",606,2.7,"66,625"
OK,"Love County, OK","6,172","6,040",132,2.1,"51,481"
OK,"McClain County, OK","19,784","19,273",511,2.6,"75,009"
OK,"McCurtain County, OK","14,388","13,618",770,5.4,"40,803"
OK,"McIntosh County, OK","7,086","6,697",389,5.5,"40,614"
OK,"Major County, OK","3,861","3,783",78,2,"59,690"
OK,"Marshall County, OK","6,892","6,666",226,3.3,"45,005"
OK,"Mayes County, OK","19,387","18,817",570,2.9,"49,293"
OK,"Murray County, OK","6,315","6,136",179,2.8,"50,965"
OK,"Muskogee County, OK","29,576","28,496","1,080",3.7,"43,392"
OK,"Noble County, OK","5,663","5,534",129,2.3,"56,307"
OK,"Nowata County, OK","4,563","4,415",148,3.2,"47,456"
OK,"Okfuskee County, OK","4,599","4,401",198,4.3,"39,265"
OK,"Oklahoma County, OK","385,238","373,758","11,480",3,"56,272"
OK,"Okmulgee County, OK","15,721","14,994",727,4.6,"41,725"
OK,"Osage County, OK","20,637","19,900",737,3.6,"50,667"
OK,"Ottawa County, OK","14,216","13,767",449,3.2,"41,530"
OK,"Pawnee County, OK","7,341","7,068",273,3.7,"47,646"
OK,"Payne County, OK","38,114","37,082","1,032",2.7,"43,025"
OK,"Pittsburg County, OK","17,166","16,490",676,3.9,"47,215"
OK,"Pontotoc County, OK","18,943","18,381",562,3,"49,510"
OK,"Pottawatomie County, OK","32,367","31,266","1,101",3.4,"52,747"
OK,"Pushmataha County, OK","4,275","4,076",199,4.7,"37,718"
OK,"Roger Mills County, OK","1,854","1,802",52,2.8,"59,286"
OK,"Rogers County, OK","45,291","43,980","1,311",2.9,"67,054"
OK,"Seminole County, OK","9,419","8,992",427,4.5,"40,725"
OK,"Sequoyah County, OK","16,326","15,700",626,3.8,"43,038"
OK,"Stephens County, OK","18,567","17,816",751,4,"47,826"
OK,"Texas County, OK","11,208","11,006",202,1.8,"56,014"
OK,"Tillman County, OK","2,996","2,892",104,3.5,"41,251"
OK,"Tulsa County, OK","324,588","314,893","9,695",3,"57,668"
OK,"Wagoner County, OK","38,475","37,343","1,132",2.9,"65,191"
OK,"Washington County, OK","22,340","21,620",720,3.2,"62,515"
OK,"Washita County, OK","5,158","4,995",163,3.2,"50,823"
OK,"Woods County, OK","4,594","4,506",88,1.9,"40,684"
OK,"Woodward County, OK","8,972","8,727",245,2.7,"73,253"
OR,"Baker County, OR","7,150","6,827",323,4.5,"48,530"
OR,"Benton County, OR","47,696","46,281","1,415",3,"69,148"
OR,"Clackamas County, OR","219,631","212,283","7,348",3.3,"80,539"
OR,"Clatsop County, OR","19,411","18,693",718,3.7,"59,339"
OR,"Columbia County, OR","24,332","23,252","1,080",4.4,"72,285"
OR,"Coos County, OR","26,265","25,009","1,256",4.8,"49,504"
OR,"Crook County, OR","9,863","9,359",504,5.1,"58,739"
OR,"Curry County, OR","8,906","8,451",455,5.1,"51,267"
OR,"Deschutes County, OR","96,470","92,745","3,725",3.9,"71,880"
OR,"Douglas County, OR","46,698","44,456","2,242",4.8,"48,940"
OR,"Gilliam County, OR",947,913,34,3.6,"61,205"
OR,"Grant County, OR","3,193","2,978",215,6.7,"49,792"
OR,"Harney County, OR","3,585","3,399",186,5.2,"39,874"
OR,"Hood River County, OR","14,472","14,021",451,3.1,"68,835"
OR,"Jackson County, OR","104,005","99,563","4,442",4.3,"56,367"
OR,"Jefferson County, OR","10,174","9,667",507,5,"52,543"
OR,"Josephine County, OR","35,874","34,123","1,751",4.9,"47,533"
OR,"Klamath County, OR","29,493","27,713","1,780",6,"53,030"
OR,"Lake County, OR","3,626","3,434",192,5.3,"47,867"
OR,"Lane County, OR","181,067","173,840","7,227",4,"57,212"
OR,"Lincoln County, OR","20,878","19,986",892,4.3,"52,276"
OR,"Linn County, OR","58,841","56,328","2,513",4.3,"61,084"
OR,"Malheur County, OR","12,339","11,840",499,4,"42,019"
OR,"Marion County, OR","162,391","156,103","6,288",3.9,"64,058"
OR,"Morrow County, OR","5,774","5,541",233,4,"59,781"
OR,"Multnomah County, OR","453,933","439,230","14,703",3.2,"72,469"
OR,"Polk County, OR","40,247","38,642","1,605",4,"69,757"
OR,"Sherman County, OR",930,898,32,3.4,"60,035"
OR,"Tillamook County, OR","11,920","11,465",455,3.8,"52,298"
OR,"Umatilla County, OR","36,800","35,058","1,742",4.7,"58,286"
OR,"Union County, OR","12,020","11,450",570,4.7,"54,264"
OR,"Wallowa County, OR","3,439","3,243",196,5.7,"52,106"
OR,"Wasco County, OR","13,431","12,888",543,4,"56,993"
OR,"Washington County, OR","325,772","315,863","9,909",3,"85,665"
OR,"Wheeler County, OR",713,683,30,4.2,"42,747"
OR,"Yamhill County, OR","54,664","52,829","1,835",3.4,"71,815"
PA,"Adams County, PA","55,420","53,560","1,860",3.4,"67,706"
PA,"Allegheny County, PA","650,065","622,714","27,351",4.2,"64,799"
PA,"Armstrong County, PA","32,132","30,466","1,666",5.2,"56,259"
PA,"Beaver County, PA","83,973","80,086","3,887",4.6,"60,323"
PA,"Bedford County, PA","23,575","22,442","1,133",4.8,"54,251"
PA,"Berks County, PA","215,799","206,204","9,595",4.4,"67,418"
PA,"Blair County, PA","59,701","56,957","2,744",4.6,"51,004"
PA,"Bradford County, PA","28,766","27,484","1,282",4.5,"51,356"
PA,"Bucks County, PA","345,234","331,721","13,513",3.9,"93,587"
PA,"Butler County, PA","100,192","96,209","3,983",4,"72,576"
PA,"Cambria County, PA","57,942","54,792","3,150",5.4,"48,798"
PA,"Cameron County, PA","2,095","1,968",127,6.1,"43,704"
PA,"Carbon County, PA","32,203","30,430","1,773",5.5,"59,985"
PA,"Centre County, PA","80,044","77,307","2,737",3.4,"61,036"
PA,"Chester County, PA","287,955","278,597","9,358",3.2,"102,233"
PA,"Clarion County, PA","17,103","16,249",854,5,"49,173"
PA,"Clearfield County, PA","35,991","34,080","1,911",5.3,"46,967"
PA,"Clinton County, PA","18,320","17,306","1,014",5.5,"50,777"
PA,"Columbia County, PA","33,509","31,881","1,628",4.9,"54,377"
PA,"Crawford County, PA","38,656","36,790","1,866",4.8,"49,741"
PA,"Cumberland County, PA","132,897","128,321","4,576",3.4,"75,269"
PA,"Dauphin County, PA","144,659","138,690","5,969",4.1,"60,763"
PA,"Delaware County, PA","300,134","287,722","12,412",4.1,"76,783"
PA,"Elk County, PA","15,672","14,896",776,5,"55,462"
PA,"Erie County, PA","129,087","123,080","6,007",4.7,"51,923"
PA,"Fayette County, PA","56,931","53,463","3,468",6.1,"48,055"
PA,"Forest County, PA","1,815","1,688",127,7,"41,267"
PA,"Franklin County, PA","77,764","74,714","3,050",3.9,"62,699"
PA,"Fulton County, PA","7,877","7,523",354,4.5,"56,357"
PA,"Greene County, PA","16,635","15,764",871,5.2,"56,599"
PA,"Huntingdon County, PA","19,957","18,755","1,202",6,"54,323"
PA,"Indiana County, PA","39,104","37,090","2,014",5.2,"51,299"
PA,"Jefferson County, PA","20,578","19,584",994,4.8,"50,789"
PA,"Juniata County, PA","12,620","12,050",570,4.5,"57,837"
PA,"Lackawanna County, PA","105,266","100,005","5,261",5,"53,655"
PA,"Lancaster County, PA","285,560","275,504","10,056",3.5,"67,515"
PA,"Lawrence County, PA","40,744","38,615","2,129",5.2,"50,979"
PA,"Lebanon County, PA","72,430","69,542","2,888",4,"61,560"
PA,"Lehigh County, PA","193,827","184,886","8,941",4.6,"65,436"
PA,"Luzerne County, PA","158,500","149,330","9,170",5.8,"53,439"
PA,"Lycoming County, PA","56,997","54,191","2,806",4.9,"53,762"
PA,"McKean County, PA","17,348","16,413",935,5.4,"53,266"
PA,"Mercer County, PA","49,073","46,627","2,446",5,"54,099"
PA,"Mifflin County, PA","21,071","20,068","1,003",4.8,"50,571"
PA,"Monroe County, PA","83,436","78,856","4,580",5.5,"63,012"
PA,"Montgomery County, PA","457,478","441,097","16,381",3.6,"92,340"
PA,"Montour County, PA","9,172","8,837",335,3.7,"65,534"
PA,"Northampton County, PA","161,942","154,559","7,383",4.6,"73,780"
PA,"Northumberland County, PA","43,204","40,735","2,469",5.7,"47,967"
PA,"Perry County, PA","24,521","23,592",929,3.8,"65,401"
PA,"Philadelphia County/city, PA","724,814","683,903","40,911",5.6,"47,598"
PA,"Pike County, PA","25,393","23,953","1,440",5.7,"66,595"
PA,"Potter County, PA","7,239","6,806",433,6,"49,054"
PA,"Schuylkill County, PA","66,610","62,928","3,682",5.5,"55,951"
PA,"Snyder County, PA","20,121","19,004","1,117",5.6,"56,873"
PA,"Somerset County, PA","33,516","31,694","1,822",5.4,"49,082"
PA,"Sullivan County, PA","2,658","2,516",142,5.3,"51,718"
PA,"Susquehanna County, PA","20,549","19,645",904,4.4,"60,235"
PA,"Tioga County, PA","19,041","18,011","1,030",5.4,"51,324"
PA,"Union County, PA","19,937","19,121",816,4.1,"61,306"
PA,"Venango County, PA","22,421","21,315","1,106",4.9,"53,619"
PA,"Warren County, PA","18,964","18,088",876,4.6,"52,592"
PA,"Washington County, PA","107,303","102,383","4,920",4.6,"65,558"
PA,"Wayne County, PA","22,509","21,421","1,088",4.8,"56,265"
PA,"Westmoreland County, PA","181,017","172,719","8,298",4.6,"59,407"
PA,"Wyoming County, PA","13,561","12,887",674,5,"60,419"
PA,"York County, PA","236,166","226,878","9,288",3.9,"69,101"
RI,"Bristol County, RI","26,013","25,219",794,3.1,"87,926"
RI,"Kent County, RI","91,305","88,333","2,972",3.3,"74,230"
RI,"Newport County, RI","44,198","42,803","1,395",3.2,"80,862"
RI,"Providence County, RI","328,216","315,398","12,818",3.9,"62,165"
RI,"Washington County, RI","69,141","66,949","2,192",3.2,"86,450"
SC,"Abbeville County, SC","10,020","9,697",323,3.2,"46,499"
SC,"Aiken County, SC","74,901","72,812","2,089",2.8,"56,824"
SC,"Allendale County, SC","2,645","2,509",136,5.1,"32,147"
SC,"Anderson County, SC","90,715","88,350","2,365",2.6,"54,496"
SC,"Bamberg County, SC","4,924","4,662",262,5.3,"35,364"
SC,"Barnwell County, SC","8,136","7,802",334,4.1,"36,675"
SC,"Beaufort County, SC","77,263","75,268","1,995",2.6,"73,890"
SC,"Berkeley County, SC","105,463","102,879","2,584",2.5,"68,690"
SC,"Calhoun County, SC","6,533","6,308",225,3.4,"47,090"
SC,"Charleston County, SC","210,879","206,178","4,701",2.2,"70,980"
SC,"Cherokee County, SC","25,135","24,396",739,2.9,"46,905"
